SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026,GS,30-Apr-2026,103.4,103.5,103.5,102.15,102.15,102.36,102.38,195,0.2,5,195,100.00
20MICRONS,EQ,30-Apr-2026,179.35,179.55,179.82,175.41,177.81,176.89,177.2,53904,95.52,1330,27095,50.27
21STCENMGM,EQ,30-Apr-2026,36.21,36.21,36.74,35.69,36.74,36.58,36.07,744,0.27,38,668,89.78
360ONE,EQ,30-Apr-2026,1046.8,1038.2,1041.35,1009.0,1040.0,1034.65,1026.21,1026753,10536.6,45637,407357,39.67
3BBLACKBIO,EQ,30-Apr-2026,1264.7,1258.4,1261.25,1166.5,1194.8,1199.3,1210.9,16417,198.79,2786,8716,53.09
3IINFOLTD,EQ,30-Apr-2026,17.79,17.69,17.94,17.32,17.57,17.46,17.5,220542,38.59,952,111991,50.78
3MINDIA,EQ,30-Apr-2026,33175.0,33125.0,33490.0,32770.0,33365.0,33300.0,33162.82,1816,602.24,1220,772,42.51
3PLAND,EQ,30-Apr-2026,35.49,33.99,35.75,33.99,35.74,35.02,34.67,1798,0.62,48,1372,76.31
574GS2026,GS,30-Apr-2026,101.85,101.91,103.9,101.91,103.9,103.9,101.99,53,0.05,4,52,98.11
591GS2028,GS,30-Apr-2026,99.25,100.46,100.65,100.46,100.65,100.65,100.56,200,0.2,2,100,50.00
5PAISA,EQ,30-Apr-2026,339.77,338.99,343.56,325.25,343.5,335.49,335.88,161179,541.36,3958,44225,27.44
601GS2030,GS,30-Apr-2026,98.05,98.11,99.1,98.11,99.1,99.1,98.64,16519,16.29,3,9519,57.62
603GS2029,GS,30-Apr-2026,98.21,100.9,100.9,100.9,100.9,100.9,100.9,10,0.01,1,10,100.00
610GS2031,GS,30-Apr-2026,101.0,95.96,101.0,95.96,101.0,101.0,96.58,9,0.01,3,5,55.56
628GS2032,GS,30-Apr-2026,96.01,97.66,97.71,97.66,97.71,97.71,97.66,5000,4.88,2,5000,100.00
636GS2031,GS,30-Apr-2026,98.8,98.8,98.8,98.8,98.8,98.8,98.8,100,0.1,1,100,100.00
63MOONS,EQ,30-Apr-2026,755.0,749.0,758.25,720.05,746.0,746.65,744.46,250556,1865.3,10308,95975,38.30
654GS2032,GS,30-Apr-2026,99.5,99.6,99.6,99.5,99.5,99.53,99.54,17002,16.92,8,17002,100.00
667GS2050,GS,30-Apr-2026,94.3,94.3,94.8,94.3,94.3,94.3,94.3,1502,1.42,5,1502,100.00
668GS2040,GS,30-Apr-2026,98.4,98.45,98.45,95.26,96.5,96.5,95.78,7553,7.23,16,4100,54.28
676GS2061,GS,30-Apr-2026,91.6,91.8,91.8,91.0,91.1,91.07,91.21,5115,4.67,16,5114,99.98
679GS2031,GS,30-Apr-2026,100.0,101.0,102.0,99.0,102.0,102.0,100.65,26700,26.87,5,18700,70.04
679GS2034,GS,30-Apr-2026,100.25,99.75,99.75,99.75,99.75,99.75,99.75,250,0.25,1,250,100.00
690GS2065,GS,30-Apr-2026,91.18,91.19,91.24,89.4,91.0,90.91,90.68,52964,48.03,86,30233,57.08
695GS2061,GS,30-Apr-2026,94.75,94.74,94.74,94.45,94.45,94.45,94.55,80,0.08,8,80,100.00
699GS2051,GS,30-Apr-2026,96.87,97.19,97.9,97.19,97.9,97.9,97.2,8005,7.78,5,8005,100.00
702GS2027,GS,30-Apr-2026,103.23,103.23,103.23,103.23,103.23,103.23,103.23,600,0.62,2,600,100.00
702GS2031,GS,30-Apr-2026,104.49,103.0,103.0,103.0,103.0,103.0,103.0,100,0.1,1,100,100.00
706GS2028,GS,30-Apr-2026,101.78,101.7,101.7,101.7,101.7,101.7,101.7,100,0.1,1,100,100.00
709GS2054,GS,30-Apr-2026,96.5,96.49,96.5,96.49,96.5,96.5,96.5,1509,1.46,10,1309,86.75
