SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026,GS,13-Feb-2025,110.46,110.35,110.35,110.29,110.29,110.29,110.32,2,0.0,2,1,50.00
20MICRONS,EQ,13-Feb-2025,171.14,171.45,178.78,170.01,173.0,173.53,174.59,112430,196.29,4329,58822,52.32
21STCENMGM,BE,13-Feb-2025,76.07,74.54,74.54,74.54,74.54,74.54,74.54,1019,0.76,42,-,-
360ONE,EQ,13-Feb-2025,954.5,960.0,998.0,945.1,950.0,953.1,967.7,437231,4231.09,36765,165302,37.81
3IINFOLTD,EQ,13-Feb-2025,27.07,27.05,27.7,26.81,26.92,26.96,27.27,359843,98.13,2299,168973,46.96
3MINDIA,EQ,13-Feb-2025,27664.8,27500.0,27644.5,26990.1,27299.0,27196.5,27180.17,12432,3379.04,7133,6532,52.54
3PLAND,BE,13-Feb-2025,45.19,45.19,47.44,45.19,47.4,46.76,47.09,5318,2.5,93,-,-
515GS2025,GS,13-Feb-2025,99.51,99.51,99.51,99.51,99.51,99.51,99.51,542,0.54,1,542,100.00
563GS2026,GS,13-Feb-2025,99.89,100.83,100.83,100.83,100.83,100.83,100.83,41,0.04,6,41,100.00
574GS2026,GS,13-Feb-2025,100.0,100.0,100.0,98.62,98.62,98.62,99.31,20,0.02,2,20,100.00
5PAISA,EQ,13-Feb-2025,375.8,377.7,384.35,371.3,376.15,377.55,378.38,14746,55.8,1556,7238,49.08
63MOONS,EQ,13-Feb-2025,711.1,686.0,714.3,675.55,676.4,677.55,692.51,164210,1137.18,6299,64512,39.29
654GS2032,GS,13-Feb-2025,99.79,99.45,99.45,99.36,99.36,99.36,99.44,5700,5.67,5,5200,91.23
664GS2027,GS,13-Feb-2025,100.18,100.22,100.22,100.22,100.22,100.22,100.22,100,0.1,1,100,100.00
68GS2060,GS,13-Feb-2025,99.81,97.05,97.05,97.05,97.05,97.05,97.05,200,0.19,1,200,100.00
695GS2061,GS,13-Feb-2025,99.53,100.5,100.5,100.5,100.5,100.5,100.5,1,0.0,1,1,100.00
699GS2051,GS,13-Feb-2025,100.75,100.9,100.9,99.4,99.4,99.4,100.87,30004,30.26,4,30000,99.99
702GS2027,GS,13-Feb-2025,101.41,101.31,101.31,96.84,100.9,100.9,99.82,31048,30.99,10,30348,97.75
704GS2029,GS,13-Feb-2025,102.7,103.0,103.0,102.7,103.0,103.0,102.99,6751,6.95,3,6751,100.00
706GS2028,GS,13-Feb-2025,103.26,102.4,103.25,102.4,103.25,103.25,102.48,30000,30.74,3,30000,100.00
709GS2054,GS,13-Feb-2025,101.5,101.35,101.35,101.2,101.2,101.22,101.25,5261,5.33,10,5261,100.00
710GS2029,GS,13-Feb-2025,103.5,104.2,104.2,103.9,103.94,103.92,103.99,503,0.52,5,501,99.60
716GS2050,GS,13-Feb-2025,103.4,103.5,103.5,103.5,103.5,103.5,103.5,30000,31.05,3,30000,100.00
718GS2037,GS,13-Feb-2025,103.21,103.21,103.75,103.0,103.6,103.6,103.25,14910,15.4,9,13940,93.49
71GS2034,GS,13-Feb-2025,103.85,103.75,103.75,103.75,103.75,103.75,103.75,10000,10.38,1,10000,100.00
725GS2063,GS,13-Feb-2025,103.21,103.5,103.5,103.5,103.5,103.5,103.5,600,0.62,5,600,100.00
726GS2032,GS,13-Feb-2025,106.05,106.44,106.5,106.0,106.5,106.27,106.29,38295,40.7,10,24150,63.06
726GS2033,GS,13-Feb-2025,103.4,103.41,103.41,103.41,103.41,103.41,103.41,4880,5.05,1,4880,100.00
733GS2026,GS,13-Feb-2025,102.9,102.9,102.99,102.9,102.99,102.98,102.98,6690,6.89,5,6590,98.51
734GS2064,GS,13-Feb-2025,106.0,106.0,106.42,105.05,105.05,105.05,105.49,3652,3.85,17,3652,100.00
736GS2052,GS,13-Feb-2025,106.91,107.5,107.5,107.3,107.3,107.3,107.48,22,0.02,2,22,100.00
737GS2028,GS,13-Feb-2025,103.98,103.6,103.67,103.6,103.67,103.67,103.6,10300,10.67,6,10300,100.00
738GS2027,GS,13-Feb-2025,102.89,102.89,102.89,102.7,102.77,102.74,102.82,290235,298.43,42,178758,61.59
73GS2053,GS,13-Feb-2025,104.1,104.0,104.1,104.0,104.0,104.0,104.0,6290,6.54,6,6290,100.00
740IIFCL33,N1,13-Feb-2025,1318.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,450,4.95,3,450,100.00
741GS2036,GS,13-Feb-2025,105.0,106.0,106.0,106.0,106.0,106.0,106.0,500,0.53,1,500,100.00
746GS2073,GS,13-Feb-2025,107.99,106.67,107.99,106.64,107.05,107.05,106.68,3690,3.94,6,3680,99.73
74GS2062,GS,13-Feb-2025,107.4,108.59,110.0,106.01,106.01,109.77,109.78,19922,21.87,41,19510,97.93
754GS2036,GS,13-Feb-2025,107.23,107.2,107.39,107.02,107.02,107.15,107.21,503181,539.44,172,501355,99.64
759GS2026,GS,13-Feb-2025,100.75,105.0,105.0,105.0,105.0,105.0,105.0,174,0.18,2,174,100.00
824GS2027,GS,13-Feb-2025,106.99,107.0,107.0,106.9,106.9,106.9,107.0,511,0.55,3,511,100.00
83GS2040,GS,13-Feb-2025,116.0,112.0,112.0,112.0,112.0,112.0,112.0,431,0.48,1,431,100.00
92GS2030,GS,13-Feb-2025,114.0,114.38,114.38,113.7,113.7,113.7,114.35,12083,13.82,4,12083,100.00
A2ZINFRA,BE,13-Feb-2025,19.29,19.88,20.1,18.77,19.2,19.2,19.58,193892,37.96,318,-,-
AAATECH,EQ,13-Feb-2025,91.58,95.0,99.65,88.6,88.6,89.2,92.16,11430,10.53,477,6278,54.93
AADHARHFC,EQ,13-Feb-2025,389.55,388.3,395.75,383.8,392.5,392.8,392.35,407013,1596.92,9574,285929,70.25
AAKASH,EQ,13-Feb-2025,9.55,9.4,9.8,9.39,9.5,9.61,9.64,59247,5.71,408,38967,65.77
AAREYDRUGS,EQ,13-Feb-2025,46.28,42.04,47.02,42.04,45.89,45.24,46.22,9677,4.47,391,4583,47.36
AARON,EQ,13-Feb-2025,334.6,328.0,348.0,328.0,340.0,338.9,339.33,5063,17.18,587,2247,44.38
