SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026,GS,08-Apr-2025,106.74,106.74,106.74,101.89,106.45,106.35,104.01,2643,2.75,12,2010,76.05
20MICRONS,EQ,08-Apr-2025,190.01,198.0,198.99,187.92,191.76,191.13,191.23,84100,160.83,3344,36451,43.34
21STCENMGM,EQ,08-Apr-2025,70.34,68.93,71.69,68.93,70.9,70.23,69.38,4691,3.25,108,3993,85.12
360ONE,EQ,08-Apr-2025,886.55,883.0,889.8,843.05,848.8,847.7,860.51,880189,7574.13,70456,444558,50.51
3IINFOLTD,EQ,08-Apr-2025,20.78,21.22,21.52,20.86,21.51,21.45,21.25,325148,69.09,1673,115443,35.50
3MINDIA,EQ,08-Apr-2025,27429.7,27850.0,28399.9,27504.05,27900.0,28251.15,27983.84,2662,744.93,1788,1224,45.98
3PLAND,EQ,08-Apr-2025,39.5,39.85,39.85,38.0,39.6,39.49,38.95,5612,2.19,108,3831,68.26
563GS2026,GS,08-Apr-2025,101.99,101.99,101.99,101.98,101.98,101.98,101.99,241,0.25,3,241,100.00
574GS2026,GS,08-Apr-2025,101.0,100.1,100.25,100.1,100.25,100.25,100.19,3996,4.0,6,3996,100.00
5PAISA,EQ,08-Apr-2025,350.4,351.3,364.0,351.3,360.9,362.3,359.37,18174,65.31,2677,4639,25.53
601GS2028,GS,08-Apr-2025,98.5,96.95,99.45,96.95,99.45,99.45,98.2,1998,1.96,2,0,0.00
613GS2028,GS,08-Apr-2025,98.0,99.18,99.18,99.18,99.18,99.18,99.18,2,0.0,1,2,100.00
63MOONS,EQ,08-Apr-2025,731.35,760.0,760.0,720.3,725.95,728.4,732.69,175456,1285.55,5734,103034,58.72
662GS2051,GS,08-Apr-2025,94.25,97.8,97.8,97.8,97.8,97.8,97.8,130,0.13,1,130,100.00
664GS2035,GS,08-Apr-2025,101.5,102.75,102.75,102.75,102.75,102.75,102.75,4,0.0,1,4,100.00
667GS2050,GS,08-Apr-2025,99.15,98.75,99.1,98.75,98.85,98.85,98.83,589,0.58,3,589,100.00
675GS2029,GS,08-Apr-2025,102.05,103.7,103.7,103.7,103.7,103.7,103.7,500,0.52,1,500,100.00
679GS2031,GS,08-Apr-2025,102.3,102.3,102.3,102.3,102.3,102.3,102.3,100,0.1,1,100,100.00
679GS2034,GS,08-Apr-2025,100.05,102.45,102.45,101.0,101.0,101.0,101.13,3034,3.07,4,3000,98.88
692GS2039,GS,08-Apr-2025,106.15,106.15,106.15,106.15,106.15,106.15,106.15,1000,1.06,1,1000,100.00
695GS2061,GS,08-Apr-2025,101.54,101.2,102.7,101.2,101.5,101.5,101.49,1136,1.15,7,1103,97.10
697GR2034,GS,08-Apr-2025,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0.1,1,100,100.00
698GR2054,GS,08-Apr-2025,98.8,98.8,98.8,98.8,98.8,98.8,98.8,100,0.1,1,100,100.00
699GS2026,GS,08-Apr-2025,103.55,103.55,103.58,103.55,103.58,103.58,103.57,3275,3.39,4,3274,99.97
699GS2051,GS,08-Apr-2025,102.5,102.05,103.0,102.05,103.0,103.0,102.05,12018,12.26,5,12018,100.00
702GS2027,GS,08-Apr-2025,103.0,103.02,103.04,103.02,103.04,103.04,103.03,5100,5.25,3,5100,100.00
702GS2031,GS,08-Apr-2025,104.0,103.7,105.3,103.7,105.3,105.3,103.83,2200,2.28,4,2100,95.45
704GS2029,GS,08-Apr-2025,103.86,103.8,105.1,103.8,105.1,105.1,103.99,7700,8.01,7,7700,100.00
706GS2028,GS,08-Apr-2025,104.23,104.0,104.23,102.9,103.95,103.95,103.96,5901,6.13,7,5901,100.00
709GS2074,GS,08-Apr-2025,103.56,103.4,103.4,103.4,103.4,103.4,103.4,100,0.1,1,100,100.00
710GS2029,GS,08-Apr-2025,105.1,103.0,105.4,103.0,105.4,105.36,104.94,45468,47.72,13,45468,100.00
716GS2050,GS,08-Apr-2025,100.51,105.53,105.53,105.53,105.53,105.53,105.53,5,0.01,1,5,100.00
717GS2030,GS,08-Apr-2025,105.01,105.8,106.9,105.8,105.8,105.8,106.18,6289,6.68,7,6288,99.98
718GS2033,GS,08-Apr-2025,104.5,104.25,104.25,104.25,104.25,104.25,104.25,1500,1.56,1,1500,100.00
718GS2037,GS,08-Apr-2025,106.05,105.07,105.99,105.07,105.99,105.99,105.48,8350,8.81,4,5850,70.06
719GS2060,GS,08-Apr-2025,104.25,104.25,104.25,104.25,104.25,104.25,104.25,1000,1.04,2,1000,100.00
725GS2063,GS,08-Apr-2025,106.16,106.16,107.0,106.16,106.7,106.77,106.65,10011,10.68,12,10011,100.00
726GS2032,GS,08-Apr-2025,105.05,104.45,105.7,104.45,105.7,105.7,105.04,15575,16.36,19,15575,100.00
726GS2033,GS,08-Apr-2025,104.9,104.9,105.0,104.76,104.76,104.76,104.8,12300,12.89,4,12300,100.00
727GS2026,GS,08-Apr-2025,108.3,102.88,102.88,102.88,102.88,102.88,102.88,3874,3.99,4,3874,100.00
732GS2030,GS,08-Apr-2025,106.5,106.25,106.5,106.25,106.5,106.5,106.43,1400,1.49,4,1400,100.00
733GS2026,GS,08-Apr-2025,104.25,104.0,104.0,104.0,104.0,104.0,104.0,200,0.21,2,200,100.00
734GS2064,GS,08-Apr-2025,107.92,107.75,107.75,107.75,107.75,107.75,107.75,2191,2.36,3,2191,100.00
737GR2054,GS,08-Apr-2025,100.0,103.0,103.0,103.0,103.0,103.0,103.0,1090,1.12,3,1090,100.00
737GS2028,GS,08-Apr-2025,105.7,107.82,107.82,105.7,105.7,105.7,105.83,320,0.34,4,300,93.75
738GS2027,GS,08-Apr-2025,104.06,104.15,104.4,104.15,104.36,104.36,104.34,88132,91.96,20,88132,100.00
73GS2053,GS,08-Apr-2025,107.0,107.0,107.0,106.0,106.0,106.2,106.2,115,0.12,4,115,100.00
741GS2036,GS,08-Apr-2025,108.0,108.3,108.5,108.3,108.5,108.5,108.5,9184,9.96,4,9183,99.99
746GS2073,GS,08-Apr-2025,110.01,111.3,111.3,110.0,111.04,110.97,110.71,44755,49.55,67,44504,99.44
74GS2062,GS,08-Apr-2025,107.31,105.01,112.67,105.01,107.49,107.49,105.06,2524,2.65,5,2500,99.05
754GS2036,GS,08-Apr-2025,109.5,109.5,110.39,109.5,110.31,110.34,110.17,576909,635.55,167,542376,94.01
772GS2025,GS,08-Apr-2025,101.8,102.0,103.5,102.0,103.5,103.5,102.0,1002,1.02,3,1000,99.80
824GS2027,GS,08-Apr-2025,104.0,103.0,103.32,103.0,103.1,103.1,103.15,8000,8.25,7,4000,50.00
828GS2027,GS,08-Apr-2025,102.8,102.8,102.8,102.8,102.8,102.8,102.8,5500,5.65,2,5500,100.00
828GS2032,GS,08-Apr-2025,107.67,107.2,107.2,107.2,107.2,107.2,107.2,86,0.09,1,86,100.00
92GS2030,GS,08-Apr-2025,112.97,112.97,113.95,112.97,113.95,113.46,113.41,1978,2.24,5,1978,100.00
A2ZINFRA,EQ,08-Apr-2025,12.88,13.48,14.08,13.15,13.97,13.73,13.57,213594,28.98,1194,132172,61.88
AAATECH,EQ,08-Apr-2025,75.39,80.0,80.0,75.3,76.6,76.81,77.12,74615,57.54,974,31985,42.87
AADHARHFC,EQ,08-Apr-2025,430.2,445.0,457.0,433.65,456.0,454.2,447.8,1396632,6254.16,28071,713765,51.11
AAKASH,EQ,08-Apr-2025,7.72,7.81,8.16,7.78,8.04,7.99,8.01,77184,6.18,412,37968,49.19
AAREYDRUGS,EQ,08-Apr-2025,45.28,46.98,47.54,44.59,47.54,47.06,46.55,58376,27.18,886,44457,76.16
AARON,EQ,08-Apr-2025,324.4,330.0,367.4,330.0,352.2,352.7,353.1,18443,65.12,1273,5357,29.05
AARTECH,BE,08-Apr-2025,52.9,54.8,54.8,51.5,53.73,53.35,53.04,8892,4.72,120,-,-
AARTIDRUGS,EQ,08-Apr-2025,321.75,327.5,332.8,323.8,331.9,330.3,328.51,117750,386.82,9431,40400,34.31
