SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026,GS,16-Sep-2024,121.28,121.28,121.28,121.28,121.28,121.28,121.28,1102,1.34,4,1102,100.00
20MICRONS,EQ,16-Sep-2024,308.6,310.1,311.45,301.0,302.15,302.7,303.82,152739,464.05,9215,68847,45.07
21STCENMGM,BE,16-Sep-2024,131.52,128.88,131.0,128.88,131.0,131.0,130.08,16097,20.94,168,-,-
360ONE,EQ,16-Sep-2024,1092.8,1106.95,1111.85,1087.85,1093.05,1104.25,1097.73,279159,3064.4,18039,186199,66.70
3IINFOLTD,EQ,16-Sep-2024,33.67,33.8,33.99,33.29,33.63,33.46,33.59,340722,114.45,3045,170225,49.96
3MINDIA,EQ,16-Sep-2024,35520.15,35798.0,35934.4,35556.0,35800.0,35807.3,35758.02,2536,906.82,1385,1111,43.81
3PLAND,BE,16-Sep-2024,43.62,43.62,44.25,42.5,42.8,42.79,43.05,7387,3.18,108,-,-
563GS2026,GS,16-Sep-2024,100.75,99.92,100.8,99.92,100.8,100.8,99.93,101,0.1,2,101,100.00
574GS2026,GS,16-Sep-2024,98.6,98.8,99.8,98.8,99.8,99.8,98.8,1061,1.05,10,1060,99.91
5PAISA,EQ,16-Sep-2024,530.7,535.6,550.0,530.1,542.0,542.7,541.77,227288,1231.37,17420,92864,40.86
610GS2031,GS,16-Sep-2024,95.4,95.4,95.4,95.4,95.4,95.4,95.4,102,0.1,2,102,100.00
618GS2024,GS,16-Sep-2024,101.96,102.09,102.09,102.09,102.09,102.09,102.09,10,0.01,1,10,100.00
63MOONS,EQ,16-Sep-2024,415.85,415.0,415.0,395.05,395.05,395.05,399.37,250914,1002.08,5402,168008,66.96
654GS2032,GS,16-Sep-2024,98.8,100.0,100.0,98.75,99.8,99.8,99.41,30007,29.83,12,30004,99.99
667GS2035,GS,16-Sep-2024,98.51,98.76,98.8,98.75,98.8,98.8,98.77,120,0.12,3,40,33.33
667GS2050,GS,16-Sep-2024,97.2,97.2,97.2,97.2,97.2,97.2,97.2,194,0.19,1,194,100.00
676GS2061,GS,16-Sep-2024,97.1,96.15,97.1,96.15,97.1,97.1,96.96,112,0.11,3,106,94.64
68GS2060,GS,16-Sep-2024,99.27,99.4,100.0,99.4,100.0,100.0,99.55,8,0.01,4,8,100.00
695GS2061,GS,16-Sep-2024,101.5,101.5,101.5,101.5,101.5,101.5,101.5,3,0.0,1,3,100.00
699GS2026,GS,16-Sep-2024,102.6,103.0,103.0,103.0,103.0,103.0,103.0,4210,4.34,4,4210,100.00
699GS2051,GS,16-Sep-2024,101.46,101.59,101.8,101.59,101.75,101.75,101.59,19319,19.63,9,19319,100.00
702GS2027,GS,16-Sep-2024,102.2,102.2,102.95,102.15,102.5,102.5,102.57,1097,1.13,8,706,64.36
702GS2031,GS,16-Sep-2024,102.7,101.8,102.0,101.8,102.0,102.0,101.99,209,0.21,3,209,100.00
704GS2029,GS,16-Sep-2024,101.85,102.05,103.0,102.05,102.05,102.95,102.94,4703,4.84,6,4400,93.56
706GS2028,GS,16-Sep-2024,103.7,104.14,104.14,103.36,103.62,103.62,103.71,54000,56.0,9,41000,75.93
709GS2054,GS,16-Sep-2024,101.8,102.05,102.75,102.05,102.75,102.75,102.74,8000,8.22,8,8000,100.00
710GS2029,GS,16-Sep-2024,104.0,104.0,104.49,104.0,104.48,104.48,104.03,3454,3.59,9,3368,97.51
717GS2030,GS,16-Sep-2024,104.04,104.0,104.01,104.0,104.01,104.01,104.0,701,0.73,4,601,85.73
718GS2033,GS,16-Sep-2024,103.45,103.0,103.45,103.0,103.45,103.45,103.01,4300,4.43,4,4300,100.00
718GS2037,GS,16-Sep-2024,103.95,103.2,103.99,103.2,103.4,103.4,103.9,3664,3.81,11,3560,97.16
71GS2034,GS,16-Sep-2024,104.4,104.4,105.6,104.0,105.6,105.6,105.1,3500,3.68,9,3000,85.71
723GS2039,GS,16-Sep-2024,106.4,105.25,105.27,105.25,105.27,105.27,105.25,19200,20.21,2,19200,100.00
725GS2063,GS,16-Sep-2024,105.58,105.5,105.5,105.45,105.45,105.45,105.45,400,0.42,3,400,100.00
726GS2032,GS,16-Sep-2024,103.57,103.57,103.8,103.11,103.8,103.78,103.34,27500,28.42,8,24365,88.60
726GS2033,GS,16-Sep-2024,103.9,103.0,103.0,103.0,103.0,103.0,103.0,5600,5.77,1,5600,100.00
727GS2026,GS,16-Sep-2024,104.29,104.35,104.35,104.35,104.35,104.35,104.35,20,0.02,1,20,100.00
732GS2030,GS,16-Sep-2024,104.11,104.0,105.5,104.0,105.5,105.5,104.09,8610,8.96,9,8600,99.88
733GS2026,GS,16-Sep-2024,103.95,103.5,104.0,103.5,103.85,103.85,103.73,2606,2.7,8,2606,100.00
734GS2064,GS,16-Sep-2024,107.35,107.0,107.51,107.0,107.51,107.51,107.26,400,0.43,3,400,100.00
736GS2052,GS,16-Sep-2024,103.55,104.06,105.0,104.06,104.3,104.95,104.9,7003,7.35,12,6801,97.12
737GR2054,GS,16-Sep-2024,99.0,103.9,103.9,103.9,103.9,103.9,103.9,50,0.05,2,50,100.00
737GS2028,GS,16-Sep-2024,104.1,104.1,105.0,104.1,105.0,105.0,104.17,1300,1.35,7,1300,100.00
738GS2027,GS,16-Sep-2024,103.53,102.85,103.6,102.85,103.55,103.55,103.56,629181,651.55,37,624181,99.21
73GS2053,GS,16-Sep-2024,106.0,106.5,106.5,106.43,106.43,106.43,106.43,126850,135.01,6,121850,96.06
741GS2036,GS,16-Sep-2024,106.5,106.49,106.49,104.9,106.39,106.39,105.76,4,0.0,4,2,50.00
746GS2073,GS,16-Sep-2024,109.0,109.0,114.0,109.0,111.0,110.5,110.23,351,0.39,6,350,99.72
74GS2062,GS,16-Sep-2024,110.0,110.0,110.0,110.0,110.0,110.0,110.0,9,0.01,1,9,100.00
754GS2036,GS,16-Sep-2024,108.28,108.5,108.5,107.61,108.28,108.24,108.28,317151,343.4,119,307925,97.09
759GS2026,GS,16-Sep-2024,104.32,104.32,104.32,104.32,104.32,104.32,104.32,1,0.0,1,1,100.00
772GS2025,GS,16-Sep-2024,101.55,102.05,102.05,102.05,102.05,102.05,102.05,19,0.02,1,19,100.00
813GS2045,GS,16-Sep-2024,114.0,115.0,115.0,115.0,115.0,115.0,115.0,497,0.57,1,497,100.00
92GS2030,GS,16-Sep-2024,118.5,118.5,118.5,116.14,116.14,116.82,118.29,691,0.82,7,651,94.21
A2ZINFRA,BE,16-Sep-2024,16.2,16.0,16.07,15.87,15.87,15.87,15.96,133794,21.35,204,-,-
AAATECH,EQ,16-Sep-2024,133.11,135.1,137.29,132.0,132.0,132.55,134.21,28468,38.21,896,15599,54.79
AADHARHFC,EQ,16-Sep-2024,462.8,469.0,477.0,458.0,465.5,466.6,466.65,1404325,6553.28,28440,719990,51.27
AAKASH,BE,16-Sep-2024,12.58,12.51,12.69,12.45,12.55,12.53,12.51,157786,19.73,773,-,-
AAREYDRUGS,BE,16-Sep-2024,68.71,70.4,70.4,65.5,69.5,68.82,67.94,53536,36.37,345,-,-
AARON,EQ,16-Sep-2024,269.45,270.0,273.45,268.8,272.4,270.4,271.21,12974,35.19,2409,1685,12.99
AARTECH,EQ,16-Sep-2024,76.77,78.8,80.6,77.5,80.3,80.28,80.13,275007,220.38,3843,172164,62.60
AARTIDRUGS,EQ,16-Sep-2024,524.95,526.0,534.95,521.35,532.0,529.7,526.37,156192,822.15,8515,61684,39.49
AARTIIND,EQ,16-Sep-2024,569.0,571.0,574.2,568.55,572.0,572.0,571.21,880891,5031.71,28326,394352,44.77
AARTIPHARM,EQ,16-Sep-2024,658.85,661.0,680.0,661.0,679.0,676.9,670.74,242160,1624.27,12806,120780,49.88
AARTISURF,EQ,16-Sep-2024,639.7,643.1,767.6,643.1,767.6,767.6,757.81,546612,4142.26,9640,208862,38.21
AARTISURF,P1,16-Sep-2024,190.0,228.0,228.0,190.0,228.0,227.95,223.96,266,0.6,13,238,89.47
AARVEEDEN,BE,16-Sep-2024,48.53,49.5,49.5,49.49,49.5,49.5,49.5,55617,27.53,110,-,-
AARVI,EQ,16-Sep-2024,145.14,145.07,147.0,143.01,144.0,144.75,145.4,21623,31.44,825,7061,32.66
AATMAJ,SM,16-Sep-2024,27.75,27.45,27.9,27.15,27.7,27.7,27.51,20000,5.5,10,12000,60.00
AAVAS,EQ,16-Sep-2024,1846.5,1861.6,1870.0,1799.05,1809.0,1802.9,1820.13,188036,3422.5,20223,85829,45.64
ABAN,EQ,16-Sep-2024,78.12,78.16,79.75,77.24,78.0,77.59,78.31,77649,60.81,1790,43057,55.45
ABB,EQ,16-Sep-2024,7684.4,7730.0,7897.0,7699.1,7770.05,7765.2,7824.54,355094,27784.48,42745,65205,18.36
ABBOTINDIA,EQ,16-Sep-2024,29559.0,29721.0,29770.1,29096.05,29112.1,29141.85,29301.37,6235,1826.94,2998,1794,28.77
ABCAPITAL,EQ,16-Sep-2024,226.1,227.25,231.64,225.41,225.98,226.43,228.18,6563231,14976.07,58304,2339899,35.65
ABCOTS,SM,16-Sep-2024,273.45,287.1,287.1,287.1,287.1,287.1,287.1,3500,10.05,4,3500,100.00
ABDL,EQ,16-Sep-2024,354.15,356.0,372.4,355.55,358.0,359.95,365.33,2728702,9968.76,31222,1057897,38.77
ABFRL,EQ,16-Sep-2024,328.55,329.1,337.45,328.0,331.2,331.15,332.67,7188891,23915.22,54765,2383433,33.15
ABGSEC,EQ,16-Sep-2024,103.09,102.95,103.0,102.6,102.99,102.97,102.95,3011,3.1,8,3001,99.67
ABINFRA,SM,16-Sep-2024,84.0,85.9,85.9,75.6,85.45,85.45,83.83,20000,16.77,9,16000,80.00
ABMINTLLTD,BE,16-Sep-2024,58.25,58.0,58.0,57.1,57.7,57.7,57.61,512,0.29,14,-,-
ABSLAMC,EQ,16-Sep-2024,748.75,746.25,763.9,740.1,744.3,744.05,747.71,260333,1946.53,30924,131535,50.53
ABSLBANETF,EQ,16-Sep-2024,52.63,54.2,54.2,52.34,52.34,52.82,52.88,33454,17.69,464,30735,91.87
ABSLLIQUID,EQ,16-Sep-2024,999.99,1000.0,1000.01,999.99,1000.0,1000.0,1000.0,7034,70.34,37,5996,85.24
ABSLNN50ET,EQ,16-Sep-2024,78.34,78.34,79.48,77.87,78.55,78.35,78.46,21432,16.81,483,18711,87.30
ABSLPSE,EQ,16-Sep-2024,10.99,11.13,11.13,10.97,11.07,11.02,11.0,210314,23.14,1254,153985,73.22
ABSMARINE,SM,16-Sep-2024,271.05,269.5,274.9,268.0,270.95,270.1,270.78,45000,121.85,43,33000,73.33
