symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
SUPERHOUSE,—,176.19,15.9,0.87,5.18,66.7,59.7,87.0,8.0,168.0,3.0,0,0,A,2026-08-25
GOLD360,—,156.45,14.0,0.84,4.51,83.5,59.9,88.0,7.0,156.15,4.0,0,1,A,2026-08-25
BSLGOLDETF,—,141.41,14.7,0.85,2.69,84.8,69.7,91.0,7.0,140.82,4.0,0,0,A,2026-08-25
GROWWNET,—,10.97,10.5,0.8,2.57,93.0,70.6,96.0,5.0,10.65,3.0,0,1,A,2026-08-25
SHRIPISTON,Automobile and Auto Components,4629.9,10.5,0.8,1.71,58.2,52.7,97.0,4.0,4570.6,4.0,0,0,A,2026-08-25
MAZDOCK,NIFTY IND DEFENCE,2610.0,10.6,0.8,1.66,34.2,30.2,85.0,4.0,2520.0,4.0,0,0,A,2026-08-25
JAYSREETEA,—,106.57,28.0,0.95,2.45,61.4,60.6,98.0,18.0,103.7,1.0,0,0,B,2026-08-25
SREEL,—,257.61,22.5,0.92,2.27,70.1,67.8,96.0,11.0,248.05,2.0,0,0,B,2026-08-25
