symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
GROWWNET,—,10.96,9.2,0.81,4.34,95.5,69.8,96.0,1.0,10.65,3.0,0,1,A,2026-09-11
VENKEYS,—,1787.2,19.2,0.9,1.96,49.1,44.6,99.0,10.0,1676.2,3.0,0,0,A,2026-09-11
GRANULES,Healthcare,909.3,10.3,0.82,6.33,63.6,52.6,99.0,6.0,881.25,2.0,0,0,B,2026-09-11
ABSLAMC,NIFTY CAPITAL MKT,1109.9,9.7,0.82,2.59,66.4,55.8,91.0,7.0,1067.1,1.0,0,0,B,2026-09-11
NRBBEARING,—,514.65,25.6,0.93,1.59,47.3,46.8,99.0,8.0,498.2,2.0,0,0,B,2026-09-11
AETHER,Chemicals,1674.7,8.8,0.8,1.56,53.3,47.2,98.0,2.0,1600.1,2.0,0,0,B,2026-09-11
