symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
KAPSTON,—,563.4,52.9,0.99,1.84,56.2,54.5,94.0,17.0,550.1,3.0,0,0,A,2026-08-11
INTERNET,—,14.3,13.8,0.84,1.84,87.5,76.1,94.0,5.0,14.06,4.0,0,1,A,2026-08-11
SAHYADRI,—,340.55,20.5,0.91,1.57,75.9,74.2,96.0,12.0,335.45,3.0,0,0,A,2026-08-11
TI,Fast Moving Consumer Goods,520.75,14.4,0.85,2.05,53.4,51.6,95.0,12.0,501.75,1.0,0,0,B,2026-08-11
