symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
KOHINOOR,—,31.27,30.7,0.94,6.82,39.2,38.0,86.0,29.0,27.42,5.0,0,0,A,2026-08-19
BBTCL,—,246.04,16.6,0.86,3.53,66.4,65.7,94.0,9.0,243.01,5.0,0,0,A,2026-08-19
STYLEBAAZA,—,422.75,44.1,0.97,2.21,63.9,58.5,99.0,8.0,410.0,5.0,0,1,A,2026-08-19
HCG,Healthcare,745.25,17.5,0.87,2.19,78.6,59.0,93.0,7.0,709.3,3.0,0,0,A,2026-08-19
KTKBANK,Financial Services,324.05,23.3,0.91,2.0,54.7,54.2,100.0,9.0,311.55,3.0,0,0,A,2026-08-19
TNPETRO,—,113.47,20.0,0.89,1.64,44.6,44.1,87.0,12.0,112.08,4.0,0,0,A,2026-08-19
