symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
JBCHEPHARM,NIFTY PHARMA,2408.9,12.6,0.81,7.5,66.8,62.4,95.0,3.0,2380.0,5.0,0,0,A,2026-07-16
TORNTPHARM,"NIFTY PHARMA, NIFTY HEALTHCARE",4987.6,14.2,0.84,6.06,66.8,58.6,98.0,6.0,4812.2,5.0,0,0,A,2026-07-16
ALIVUS,Healthcare,1164.1,12.1,0.8,4.55,78.1,53.8,98.0,3.0,1150.2,5.0,0,1,A,2026-07-16
NITIRAJ,—,213.03,13.5,0.83,3.6,69.8,61.7,90.0,12.0,196.1,3.0,0,1,A,2026-07-16
MANCREDIT,—,234.45,16.4,0.87,1.88,37.2,15.8,88.0,1.0,225.15,3.0,0,1,A,2026-07-16
FLUOROCHEM,"NIFTY CHEMICALS, NIFTY EV",4124.1,13.2,0.82,1.55,64.9,52.8,99.0,5.0,4080.2,3.0,0,0,A,2026-07-16
IPCALAB,"NIFTY HEALTHCARE, NIFTY PHARMA",1890.2,21.6,0.92,2.75,76.5,51.7,99.0,10.0,1867.8,2.0,0,0,B,2026-07-16
