symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
CONSOFINVT,—,290.91,28.5,0.96,2.77,74.1,64.8,99.0,16.0,275.01,3.0,0,0,A,2026-07-22
OPTIEMUS,Telecommunication,615.45,44.2,0.99,1.59,59.6,46.4,86.0,14.0,600.0,5.0,0,0,A,2026-07-22
SREEL,—,225.65,14.6,0.87,3.01,70.3,67.2,87.0,6.0,223.5,1.0,0,0,B,2026-07-22
INDUSINDBK,"NIFTY BANK, NIFTY PVT BANK",1069.3,15.9,0.88,1.95,51.8,47.7,99.0,8.0,1055.65,2.0,0,0,B,2026-07-22
NAVINFLUOR,NIFTY CHEMICALS,7789.0,14.1,0.86,1.56,58.5,54.7,98.0,2.0,7702.0,2.0,0,0,B,2026-07-22
