symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
GUJTHEM,—,413.05,17.5,0.89,4.07,89.7,53.5,86.0,8.0,407.1,3.0,0,1,A,2026-09-02
ALIVUS,Healthcare,1417.9,24.6,0.92,2.89,55.8,51.7,95.0,3.0,1398.1,3.0,0,1,A,2026-09-02
KHAITANLTD,—,160.8,45.9,0.98,2.81,79.4,71.6,96.0,9.0,143.75,4.0,0,0,A,2026-09-02
HATSUN,—,1193.6,33.7,0.96,2.39,57.9,53.5,98.0,16.0,1172.5,2.0,0,0,B,2026-09-02
HNDFDS,—,622.8,10.5,0.82,2.11,62.2,54.8,92.0,1.0,612.7,2.0,0,0,B,2026-09-02
