symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
SANGHVIMOV,—,455.7,22.7,0.93,1.57,51.0,50.0,96.0,3.0,420.0,4.0,0,0,A,2026-07-24
HMVL,—,93.4,18.5,0.89,1.56,68.5,63.3,93.0,4.0,87.1,3.0,0,0,A,2026-07-24
