symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
BBTCL,—,244.64,9.5,0.8,2.57,68.3,68.0,97.0,10.0,231.25,3.0,0,0,A,2026-08-14
PONNIERODE,—,345.3,9.6,0.81,2.21,68.0,65.6,96.0,7.0,339.6,1.0,0,0,B,2026-08-14
LMW,—,18921.0,20.6,0.92,1.68,55.6,51.2,99.0,14.0,18403.0,2.0,0,1,B,2026-08-14
