symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
DIVISLAB,"NIFTY HEALTHCARE, NIFTY PHARMA",7784.5,16.0,0.9,2.46,60.0,56.4,100.0,9.0,7428.5,3.0,1,0,A+,2026-07-29
REDINGTON,Services,287.45,17.8,0.92,2.14,50.0,43.0,91.0,5.0,275.5,3.0,0,0,A,2026-07-29
STARHEALTH,Financial Services,598.85,14.8,0.89,2.08,70.9,53.8,96.0,2.0,580.3,4.0,0,0,A,2026-07-29
OAL,—,398.45,17.2,0.92,2.06,69.0,52.9,95.0,14.0,365.6,3.0,0,0,A,2026-07-29
NELCO,—,934.1,28.7,0.97,1.97,34.3,34.1,94.0,3.0,924.1,3.0,0,0,A,2026-07-29
GLAND,NIFTY PHARMA,2543.7,16.8,0.91,1.72,61.4,53.9,99.0,3.0,2428.7,3.0,0,0,A,2026-07-29
TVSMOTOR,"NIFTY AUTO, NIFTY EV",4075.6,18.6,0.93,1.64,60.6,53.0,100.0,9.0,3996.8,5.0,1,0,A,2026-07-29
VADILALIND,—,7268.5,17.7,0.92,3.32,50.0,49.4,99.0,10.0,6745.0,1.0,0,0,B,2026-07-29
TNIDETF,—,89.2,9.5,0.82,2.49,74.3,73.9,86.0,6.0,85.87,2.0,0,0,B,2026-07-29
