symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
UMIYA-MRO,—,98.88,9.0,0.81,3.54,85.8,84.3,89.0,9.0,94.05,3.0,0,1,A,2026-09-01
CYIENTDLM,—,857.2,37.6,0.97,1.84,50.7,46.2,99.0,16.0,837.8,4.0,0,0,A,2026-09-01
MMP,—,383.25,34.8,0.96,1.52,53.8,52.7,89.0,4.0,366.6,4.0,0,0,A,2026-09-01
GUJTHEM,—,419.95,15.2,0.88,2.08,64.3,51.7,88.0,11.0,415.0,2.0,0,1,B,2026-09-01
