symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
JBCHEPHARM,NIFTY PHARMA,2487.6,16.2,0.86,2.21,78.9,62.0,100.0,7.0,2449.1,4.0,0,0,A,2026-07-14
ACMESOLAR,Power,384.6,25.2,0.93,2.14,48.0,43.2,96.0,5.0,373.05,5.0,0,1,A,2026-07-14
BLUESTARCO,NIFTY CONSR DURBL,1746.2,13.0,0.81,1.95,44.5,42.3,86.0,6.0,1701.1,3.0,1,0,A,2026-07-14
5PAISA,—,384.95,18.6,0.88,1.51,55.0,53.3,89.0,8.0,367.6,4.0,0,0,A,2026-07-14
CONSOFINVT,—,277.52,15.9,0.85,5.14,76.2,63.3,98.0,18.0,249.61,2.0,0,0,B,2026-07-14
HTMEDIA,—,27.16,22.0,0.91,4.7,69.4,67.7,98.0,15.0,25.52,2.0,0,0,B,2026-07-14
