symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
UNIVCABLES,—,1316.2,9.4,0.82,3.4,51.6,48.0,95.0,11.0,1240.1,5.0,0,0,A,2026-07-28
SAREGAMA,NIFTY MEDIA,524.25,13.3,0.88,2.18,37.2,32.4,99.0,7.0,508.1,3.0,0,0,A,2026-07-28
EMCURE,Healthcare,1892.2,10.9,0.85,2.03,72.2,50.5,97.0,3.0,1886.0,5.0,0,1,A,2026-07-28
SUNPHARMA,"NIFTY HEALTHCARE, NIFTY PHARMA",1976.7,9.5,0.82,2.0,75.4,62.0,99.0,2.0,1970.9,5.0,0,0,A,2026-07-28
GPTHEALTH,—,167.32,13.6,0.88,1.89,62.3,55.4,90.0,7.0,163.58,3.0,0,0,A,2026-07-28
TECHM,NIFTY IT,1635.2,14.7,0.9,1.84,53.7,43.8,88.0,9.0,1595.8,4.0,0,0,A,2026-07-28
TVSMOTOR,"NIFTY AUTO, NIFTY EV",3993.5,15.4,0.91,1.83,65.5,52.7,100.0,8.0,3852.0,4.0,1,0,A,2026-07-28
NELCO,—,962.4,34.4,0.98,1.5,37.0,33.9,97.0,6.0,921.2,2.0,0,0,B,2026-07-28
