symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
IDEA,Telecommunication,14.9,15.8,0.86,1.74,38.6,28.3,94.0,2.0,14.82,5.0,0,0,A,2026-09-10
CEIGALL,—,379.1,13.3,0.83,1.51,50.1,43.2,93.0,12.0,369.55,3.0,0,1,A,2026-09-10
