symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
BIL,—,854.9,11.8,0.82,2.28,91.4,75.6,87.0,9.0,832.0,4.0,0,1,A,2026-08-17
INTERNET,—,14.35,10.6,0.81,1.89,93.2,76.4,94.0,4.0,14.26,4.0,0,1,A,2026-08-17
HAPPYFORGE,—,2198.1,44.0,0.98,1.74,51.9,49.9,100.0,23.0,2115.1,3.0,0,0,A,2026-08-17
DHAMPURSUG,—,170.87,18.1,0.89,2.52,44.6,42.2,98.0,15.0,161.65,1.0,0,0,B,2026-08-17
APOLLOPIPE,—,545.3,15.6,0.87,2.08,49.9,48.8,98.0,7.0,505.95,2.0,0,0,B,2026-08-17
