symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
MGEL,—,15.84,16.8,0.88,9.09,91.9,66.8,86.0,12.0,14.51,5.0,0,0,A,2026-09-09
GLAND,NIFTY PHARMA,3026.2,19.0,0.89,2.5,57.0,52.1,99.0,5.0,2938.6,3.0,0,0,A,2026-09-09
KROSS,—,219.67,10.8,0.82,2.1,48.5,47.2,92.0,5.0,208.91,5.0,0,1,A,2026-09-09
SHAILY,Consumer Durables,3455.0,13.5,0.85,2.07,58.8,45.4,96.0,4.0,3391.6,4.0,0,0,A,2026-09-09
SANSERA,Automobile and Auto Components,4135.9,27.9,0.94,2.0,50.3,46.6,99.0,6.0,3955.0,4.0,0,0,A,2026-09-09
TOTAL,—,75.25,55.0,0.99,1.88,78.1,67.8,86.0,7.0,74.3,5.0,0,0,A,2026-09-09
63MOONS,—,865.05,11.1,0.82,1.65,43.8,39.8,86.0,8.0,845.2,4.0,0,0,A,2026-09-09
COMSYN,—,301.15,44.8,0.97,1.55,59.4,53.4,96.0,3.0,298.3,3.0,0,0,A,2026-09-09
SAILIFE,NIFTY PHARMA,1675.4,27.3,0.94,1.75,51.5,49.6,99.0,11.0,1642.0,2.0,0,1,B,2026-09-09
