symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
DATAPATTNS,NIFTY IND DEFENCE,4932.3,12.6,0.83,3.31,26.2,25.7,99.0,6.0,4617.1,1.0,0,0,B,2026-09-08
HATSUN,—,1198.0,38.0,0.96,1.62,55.3,49.5,98.0,12.0,1132.8,2.0,0,0,B,2026-09-08
