symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
SOUTHBANK,Financial Services,49.9,8.0,0.85,4.84,43.9,43.1,99.0,8.0,46.72,4.0,0,0,A,2026-09-24
CUBEXTUB,—,138.4,74.9,1.0,3.86,63.2,55.4,96.0,63.0,125.82,5.0,0,1,A,2026-09-24
ASPINWALL,—,258.95,9.3,0.86,3.18,93.8,79.4,86.0,1.0,252.15,4.0,0,0,A,2026-09-24
KANPRPLA,—,262.5,12.9,0.89,2.27,66.9,54.4,93.0,2.0,256.3,5.0,0,0,A,2026-09-24
SALSTEEL,—,89.27,41.6,0.98,1.74,50.4,39.9,100.0,12.0,85.21,3.0,0,1,A,2026-09-24
PVP,—,65.2,90.9,1.0,1.66,50.2,50.0,91.0,2.0,65.18,3.0,0,0,A,2026-09-24
MANBA,—,140.35,6.8,0.83,1.64,42.9,32.0,91.0,6.0,138.88,4.0,0,1,A,2026-09-24
IGPL,—,586.4,25.6,0.95,1.57,58.0,51.6,97.0,6.0,577.5,4.0,0,0,A,2026-09-24
KABRAEXTRU,—,806.1,62.9,0.99,1.54,49.9,43.3,100.0,25.0,737.0,4.0,0,0,A,2026-09-24
