symbol,sectors,close,ret_30d,rs_rank,rvol,deliv_per,avg_deliv_20,pct_of_52wk_high,ext_pct,sig_low,accum_5,in_priority,is_new,grade,d
RBLBANK,NIFTY PVT BANK,414.35,17.4,0.88,2.52,50.6,47.0,99.0,7.0,406.7,3.0,1,0,A+,2026-09-04
63MOONS,—,876.5,23.7,0.92,3.16,42.1,39.5,87.0,9.0,853.3,4.0,0,0,A,2026-09-04
DICIND,—,618.6,19.5,0.89,1.9,69.0,66.0,97.0,7.0,589.75,3.0,0,0,A,2026-09-04
CRISIL,Financial Services,4802.0,10.5,0.8,3.35,80.9,55.5,94.0,5.0,4726.3,2.0,0,0,B,2026-09-04
MANOMAY,—,234.97,15.9,0.87,2.63,26.1,23.3,90.0,7.0,224.5,1.0,0,0,B,2026-09-04
