key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,23996.25,-191.45,-0.79,24150.45,24166.3,23961.4,24187.7,26373.2,22182.55,0,20.48,2.99,1.2,40,10,0,-4.25,-0.44,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,24013.1,24078.5,25090.7,23996.25,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,72296.65,-480.45,-0.66,72860.1,72862.75,72196.7,72777.1,73141.05,59896.1,0,18.75,3.41,1.24,39,11,0,5.92,-1.06,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,72356.65,72148.8,68503.15,72296.65,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57126.8,-708.55,-1.23,57768.4,57824.0,56970.6,57835.35,61764.85,49954.85,0,13.76,1.77,0.8,12,2,0,0.65,-1.4,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,57685.75,57757.85,56952.75,57126.8,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26188.85,-342.8,-1.29,26496.55,26511.45,26127.8,26531.65,28562.5,23373.95,0,16.36,2.52,0.99,20,0,0,-2.97,-1.49,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,26431.15,26693.35,26986.95,26188.85,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14626.35,-187.95,-1.27,14797.15,14800.55,14603.3,14814.3,14876.45,12046.2,0,30,4.8,0.62,20,5,0,10.75,-0.03,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,14618.95,14771.45,13301.0,14626.35,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25069.65,-193.8,-0.77,25237.05,25247.15,25038.15,25263.45,26975.15,22720.45,0,20.14,3.06,1.21,79,21,0,-2.47,-0.55,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,25086.65,25130.1,25745.35,25069.65,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13894.15,-116.6,-0.83,13998.1,14000.5,13876.85,14010.75,14700.95,12396.1,0,21.52,3.29,1.08,159,41,0,-0.97,-0.58,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,13911.25,13949.7,14063.4,13894.15,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23145.05,-207.1,-0.89,23334.3,23335.6,23118.05,23352.15,24144.2,20385.65,0,22.63,3.36,1.03,410,89,1,-0.75,-0.5,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,23144.2,23263.9,23378.45,23145.05,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,17884.15,-207.05,-1.14,18073.7,18073.8,17855.65,18091.2,18114.45,14804.55,0,33.05,4.69,0.59,39,11,0,7.6,0.47,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,17735.3,18036.75,16752.6,17884.15,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,62300.6,-687.0,-1.09,62966.3,62968.1,62196.05,62987.6,63183.35,52032.85,0,29.69,4.69,0.59,80,20,0,5.41,-0.68,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,62517.3,62943.2,59468.35,62300.6,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,19129.25,-298.8,-1.54,19418.5,19422.15,19112.1,19428.05,19470.5,14986.0,0,32.37,3.57,0.6,88,12,0,1.25,1.23,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,18784.45,19355.35,18958.3,19129.25,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-100.svg
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,13.29,0.69,5.49,12.6,13.43,11.73,12.6,28.91,8.72,0,0,0,0,,,,23.63,3.5,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,12.97,13.27,11.2,13.29,https://nsearchives.nseindia.com/365d/INDIA-VIX.svg,https://nsearchives.nseindia.com/30d/INDIA-VIX.svg,https://nsearchives.nseindia.com/today/INDIA-VIX.svg
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,22925.55,-244.95,-1.06,23164.2,23164.65,22890.6,23170.5,23239.65,19218.0,0,29.06,4.66,0.64,118,32,0,4.76,-0.64,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,22972.95,23153.4,21997.0,22925.55,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-150.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,9483.75,-175.4,-1.82,9644.85,9646.3,9471.65,9659.15,9677.8,7338.35,0,31.66,3.43,0.65,44,6,0,3.84,1.68,21-Jul-2025,19-Jun-2026,22-Jul-2026,15-Jul-2026,9285.45,9588.15,9181.05,9483.75,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-50.svg
