key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24383.6,66.45,0.27,24361.45,24429.4,24299.7,24317.15,26373.2,22182.55,0,20.78,2.99,1.22,21,28,1,-1.55,2.17,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,23865.75,23767.45,24855.05,24383.6,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,73651.3,952.35,1.31,72955.75,73804.25,72955.75,72698.95,73804.25,59896.1,0,19.49,3.47,1.21,13,37,0,9.77,2.82,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,71629.45,71766.0,67435.15,73651.3,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57264.85,117.35,0.21,57225.9,57411.25,57139.6,57147.5,61764.85,49954.85,0,13.61,1.75,0.66,4,9,1,2.33,-0.48,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,57542.9,56693.5,56150.7,57264.85,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26594.05,342.8,1.31,26375.45,26620.65,26370.3,26251.25,28562.5,23373.95,0,16.53,2.51,0.95,6,13,1,-0.21,0.15,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,26554.55,25909.9,26703.5,26594.05,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14784.4,107.75,0.73,14697.3,14819.05,14645.5,14676.65,14876.45,12046.2,0,35.66,4.75,0.62,8,17,0,14.9,2.48,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,14426.35,14436.05,13009.65,14784.4,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25486.35,117.6,0.46,25422.95,25532.65,25387.25,25368.75,26975.15,22720.45,0,20.53,3.07,1.22,34,65,1,0.42,2.29,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,24915.6,24840.75,25476.05,25486.35,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14106.3,64.35,0.46,14073.8,14133.5,14055.4,14041.95,14700.95,12396.1,0,22.05,3.3,1.09,77,122,1,2.12,2.19,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,13803.4,13762.4,13879.35,14106.3,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23460.7,107.15,0.46,23409.85,23506.55,23375.55,23353.55,24144.2,20385.65,0,23.09,3.36,1.03,203,295,2,2.38,2.02,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,22995.65,22913.3,23033.55,23460.7,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18105.85,77.2,0.43,18061.1,18143.1,17976.1,18028.65,18143.1,14804.55,0,36.6,4.71,0.59,19,31,0,11.68,2.9,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,17594.9,17709.45,16367.75,18105.85,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,62915.3,273.55,0.44,62817.0,63072.4,62569.2,62641.75,63183.35,52032.85,0,31.35,4.7,0.59,43,57,0,9.61,1.81,30-Jul-2025,30-Jun-2026,31-Jul-2026,24-Jul-2026,61797.7,61622.35,57942.25,62915.3,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg
