key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24207.75,-126.8,-0.52,24341.95,24378.6,24207.75,24334.55,26373.2,22182.55,0,20.46,2.93,1.16,36,14,0,-2.04,1.85,25-Aug-2025,24-Jul-2026,26-Aug-2026,19-Aug-2026,23767.45,24078.3,24967.75,24207.75,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,74501.05,-7.85,-0.01,74632.3,75000.4,74483.45,74508.9,75000.4,59896.1,0,19.69,3.32,0.94,27,23,0,11.53,3.81,25-Aug-2025,24-Jul-2026,26-Aug-2026,19-Aug-2026,71766.0,73900.65,67711.35,74501.05,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57783.75,269.55,0.47,57628.65,57996.05,57611.85,57514.2,61764.85,49954.85,0,13.67,1.73,0.68,6,8,0,6.12,1.92,25-Aug-2025,24-Jul-2026,26-Aug-2026,19-Aug-2026,56693.5,57239.75,55139.3,57783.75,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26386.75,139.8,0.53,26293.7,26478.4,26286.55,26246.95,28562.5,23373.95,0,16.18,2.44,0.93,8,12,0,1.67,1.84,25-Aug-2025,24-Jul-2026,26-Aug-2026,19-Aug-2026,25909.9,26013.0,26306.9,26386.75,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14948.05,-52.85,-0.35,15028.1,15089.75,14948.05,15000.9,15089.75,12046.2,0,35.03,4.44,0.5,16,9,0,17.96,3.55,25-Aug-2025,24-Jul-2026,26-Aug-2026,19-Aug-2026,14436.05,14867.9,12953.35,14948.05,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY INDIA FPI 150,NIFTY FPI 150,1575.95,-7.7,-0.49,1584.5,1586.85,1575.95,1583.65,1641.4,1346.5,0,22.56,3.35,1.03,98,52,0,0.0,2.41,,24-Jul-2026,26-Aug-2026,19-Aug-2026,1538.85,1567.05,0.0,1575.95,,https://nsearchives.nseindia.com/30d/NIFTY-FPI-150.svg,https://nsearchives.nseindia.com/today/NIFTY-FPI-150.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25390.95,-108.55,-0.43,25513.7,25565.3,25389.85,25499.5,26975.15,22720.45,0,20.32,3,1.12,63,37,0,0.31,2.21,25-Aug-2025,24-Jul-2026,26-Aug-2026,19-Aug-2026,24840.75,25242.25,25589.7,25390.95,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14117.2,-50.85,-0.36,14180.0,14205.55,14116.55,14168.05,14700.95,12396.1,0,21.84,3.21,1,122,78,0,2.61,2.58,25-Aug-2025,24-Jul-2026,26-Aug-2026,19-Aug-2026,13762.4,14020.3,13920.85,14117.2,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23559.2,-52.4,-0.22,23641.35,23684.1,23557.95,23611.6,24144.2,20385.65,0,22.89,3.29,0.95,245,252,3,3.47,2.82,25-Aug-2025,24-Jul-2026,26-Aug-2026,19-Aug-2026,22913.3,23386.2,23052.0,23559.2,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18380.6,-31.65,-0.17,18446.1,18500.95,18380.6,18412.25,18500.95,14804.55,0,36.15,4.43,0.5,32,18,0,14.73,3.79,25-Aug-2025,24-Jul-2026,26-Aug-2026,19-Aug-2026,17709.45,18220.7,16332.7,18380.6,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
