key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,23140.5,77.4,0.34,23035.0,23162.7,23020.95,23063.1,26373.2,22182.55,0,19.56,2.8,1.22,15,34,1,-7.03,-4.91,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,24334.55,23346.4,25056.9,23140.5,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,71778.65,397.2,0.56,71387.45,71778.65,71197.0,71381.45,75000.4,59896.1,0,18.97,3.19,1.01,16,34,0,5.1,-3.66,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,74508.9,72025.4,68808.2,71778.65,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,55580.4,141.9,0.26,55373.75,55762.6,55373.75,55438.5,61764.85,49954.85,0,13.15,1.66,0.7,6,8,0,1.1,-3.36,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,57514.2,56358.7,55121.5,55580.4,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,25094.85,140.7,0.56,24948.5,25124.0,24925.75,24954.15,28562.5,23373.95,0,15.39,2.32,0.99,8,12,0,-4.39,-4.39,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,26246.95,25510.0,26388.45,25094.85,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14027.7,-12.6,-0.09,14034.3,14076.65,13922.25,14040.3,15089.75,12046.2,0,30.62,4.21,0.52,9,16,0,9.4,-6.49,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,15000.9,14500.75,12905.35,14027.7,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY INDIA FPI 150,NIFTY FPI 150,1505.05,4.0,0.27,1499.25,1506.0,1496.7,1501.05,1641.4,1346.5,0,21.34,3.17,1.09,57,92,1,0.0,-4.96,,25-Aug-2026,25-Sep-2026,18-Sep-2026,1583.65,1521.5,0.0,1505.05,,https://nsearchives.nseindia.com/30d/NIFTY-FPI-150.svg,https://nsearchives.nseindia.com/today/NIFTY-FPI-150.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,24307.55,91.35,0.38,24192.65,24324.05,24175.55,24216.2,26975.15,22720.45,0,19.45,2.87,1.18,31,68,1,-4.91,-4.67,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,25499.5,24498.75,25736.35,24307.55,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13494.2,36.65,0.27,13446.2,13504.0,13421.95,13457.55,14700.95,12396.1,0,20.87,3.05,1.06,77,122,1,-2.94,-4.76,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,14168.05,13636.5,13996.2,13494.2,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,22603.5,50.9,0.23,22539.8,22613.7,22483.65,22552.6,24144.2,20385.65,0,21.9,3.13,0.99,247,249,5,-1.82,-4.27,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,23611.6,22840.55,23178.25,22603.5,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,17474.1,-43.95,-0.25,17501.5,17557.55,17378.85,17518.05,18500.95,14804.55,0,34.37,4.14,0.55,24,26,0,7.83,-5.1,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,18412.25,17882.9,16313.75,17474.1,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,60906.0,-84.15,-0.14,60970.05,61117.45,60595.45,60990.15,64450.9,52032.85,0,29.35,4.13,0.56,46,54,0,5.82,-5.08,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,64162.9,62191.25,57924.45,60906.0,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,19715.25,30.5,0.15,19706.7,19754.0,19594.9,19684.75,20187.8,14986.0,0,31.23,3.43,0.56,54,45,1,9.73,-0.96,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,19906.6,19875.7,18069.55,19715.25,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-100.svg
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,12.18,-0.51,-4.0,12.69,12.84,11.77,12.69,28.91,8.72,0,0,0,0,,,,12.99,9.93,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,11.08,11.39,10.52,12.16,https://nsearchives.nseindia.com/365d/INDIA-VIX.svg,https://nsearchives.nseindia.com/30d/INDIA-VIX.svg,https://nsearchives.nseindia.com/today/INDIA-VIX.svg
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,22437.0,-32.9,-0.15,22467.4,22509.6,22326.35,22469.9,23647.5,19218.0,0,28.06,4.17,0.59,76,74,0,4.94,-4.64,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,23528.95,22901.85,21523.35,22437.0,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-150.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,9883.45,43.75,0.44,9858.5,9896.85,9809.15,9839.7,10067.95,7338.35,0,31.64,3.36,0.57,25,24,1,14.09,-0.67,24-Sep-2025,25-Aug-2026,25-Sep-2026,18-Sep-2026,9950.25,9956.65,8691.2,9883.45,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-50.svg
