key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,23882.05,-516.65,-2.12,24259.55,24300.0,23805.2,24398.7,26373.2,22182.55,0,20.59,3.11,1.23,45,4,1,-6.43,3.28,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,23366.7,24005.85,25461.3,23882.05,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,70898.75,-1349.7,-1.87,71794.25,72198.75,70597.95,72248.45,73141.05,59896.1,0,18.47,3.4,1.25,44,6,0,3.17,2.79,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,70191.95,72100.65,68725.8,70898.75,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,56742.6,-1458.1,-2.51,57918.25,58075.6,56549.4,58200.7,61764.85,49954.85,0,14.25,1.83,0.8,14,0,0,-0.9,4.95,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,54496.25,58033.05,56949.2,56742.6,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26323.75,-661.3,-2.45,26820.05,26898.45,26237.3,26985.05,28562.5,23373.95,0,16.83,2.67,0.97,18,2,0,-2.57,6.12,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,25056.8,26797.75,26833.45,26323.75,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14419.1,-219.35,-1.5,14558.85,14654.95,14337.6,14638.45,14770.5,12046.2,0,30.15,4.83,0.56,21,4,0,8.14,3.03,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,14107.5,14536.1,13398.25,14419.1,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,24883.05,-526.6,-2.07,25262.05,25322.0,24798.85,25409.65,26975.15,22720.45,0,20.17,3.16,1.23,89,10,1,-4.76,3.2,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,24397.3,25065.1,26074.55,24883.05,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13767.7,-276.35,-1.97,13964.95,14003.8,13716.25,14044.05,14700.95,12396.1,0,21.53,3.39,1.11,172,27,1,-3.27,3.03,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,13527.0,13879.05,14214.05,13767.7,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,22908.05,-460.8,-1.97,23239.65,23307.0,22822.8,23368.85,24144.2,20385.65,0,22.63,3.45,1.05,434,65,1,-2.82,3.31,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,22465.35,23111.65,23551.2,22908.05,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,17604.45,-259.6,-1.45,17775.75,17861.5,17506.15,17864.05,17909.45,14804.55,0,32.88,4.75,0.6,41,9,0,4.94,3.32,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,17198.9,17716.1,16811.15,17604.45,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,61322.75,-962.55,-1.55,61978.1,62279.5,61004.9,62285.3,62909.55,52032.85,0,29.55,4.77,0.62,83,17,0,3.21,2.37,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,60754.9,62008.8,59515.75,61322.75,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,18783.3,-430.1,-2.24,19120.4,19201.55,18706.75,19213.4,19360.05,14986.0,0,32.37,3.65,0.6,94,6,0,-0.59,5.74,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,18110.3,18931.05,18950.15,18783.3,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-100.svg
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,14.68,3.03,26.03,11.65,15.16,11.34,11.65,28.91,8.72,0,0,0,0,,,,20.33,-13.8,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,15.79,13.24,12.56,14.68,https://nsearchives.nseindia.com/365d/INDIA-VIX.svg,https://nsearchives.nseindia.com/30d/INDIA-VIX.svg,https://nsearchives.nseindia.com/today/INDIA-VIX.svg
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,22537.85,-374.45,-1.63,22798.75,22894.05,22431.35,22912.3,23138.9,19218.0,0,28.87,4.72,0.66,125,25,0,2.98,2.79,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,22251.8,22823.5,21916.3,22537.85,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-150.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,9306.85,-224.85,-2.36,9488.0,9523.15,9266.1,9531.7,9602.5,7338.35,0,31.74,3.48,0.61,47,3,0,1.85,6.17,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,8909.55,9354.15,9161.75,9306.85,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-50.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,17597.9,-355.2,-1.98,17866.15,17954.0,17526.3,17953.1,18118.2,14143.45,0,35.27,3.7,0.64,220,30,0,-0.49,5.07,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,17054.5,17801.55,17726.35,17597.9,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-250.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-250.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-250.svg
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,20740.45,-370.0,-1.75,21006.65,21098.4,20647.75,21110.45,21245.8,17390.85,0,30.78,4.31,0.65,345,55,0,1.68,3.56,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,20347.85,20995.45,20433.2,20740.45,https://nsearchives.nseindia.com/365d/NIFTY-MIDSML-400.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDSML-400.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDSML-400.svg
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,16199.5,-320.55,-1.94,16431.55,16484.85,16136.95,16520.05,16681.75,14102.2,0,24.66,3.59,0.94,434,65,1,-1.64,3.57,07-Jul-2025,05-Jun-2026,08-Jul-2026,01-Jul-2026,15864.25,16356.85,16468.7,16199.5,https://nsearchives.nseindia.com/365d/NIFTY500-MULTICAP.svg,https://nsearchives.nseindia.com/30d/NIFTY500-MULTICAP.svg,https://nsearchives.nseindia.com/today/NIFTY500-MULTICAP.svg
