key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,23962.8,80.75,0.34,23928.95,24134.7,23925.7,23882.05,26373.2,22182.55,0,20.66,3.13,1.23,17,33,0,-5.94,3.1,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,23123.0,24175.7,25522.5,23962.8,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,71485.85,587.1,0.83,70970.25,71681.65,70964.35,70898.75,73141.05,59896.1,0,18.63,3.42,1.24,9,40,1,4.09,2.2,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,68975.4,72418.55,68719.05,71485.85,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57252.45,509.85,0.9,56871.0,57464.2,56867.3,56742.6,61764.85,49954.85,0,14.38,1.84,0.8,1,13,0,0.07,3.73,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,54063.75,58031.65,57256.3,57252.45,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26482.45,158.7,0.6,26366.8,26592.95,26361.25,26323.75,28562.5,23373.95,0,16.93,2.69,0.96,5,15,0,-2.13,5.29,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,24805.0,26862.4,27016.85,26482.45,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14654.8,235.7,1.63,14454.75,14686.5,14454.75,14419.1,14770.5,12046.2,0,30.64,4.91,0.55,2,23,0,10.25,3.34,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,13994.75,14573.3,13333.45,14654.8,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,24989.25,106.2,0.43,24927.6,25132.8,24925.25,24883.05,26975.15,22720.45,0,20.26,3.18,1.23,26,73,1,-4.2,2.94,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,24111.1,25230.2,26126.05,24989.25,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13852.55,84.85,0.62,13795.95,13918.35,13794.6,13767.7,14700.95,12396.1,0,21.66,3.41,1.1,42,157,1,-2.52,2.83,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,13362.25,13965.6,14233.25,13852.55,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23081.15,173.1,0.76,22958.35,23175.25,22956.4,22908.05,24144.2,20385.65,0,22.8,3.48,1.04,89,409,2,-2.02,3.18,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,22173.7,23264.8,23572.55,23081.15,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,17844.5,240.05,1.36,17651.95,17892.4,17648.15,17604.45,17909.45,14804.55,0,33.33,4.82,0.56,7,43,0,6.51,3.46,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,17039.15,17806.0,16776.1,17844.5,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,62166.85,844.1,1.38,61512.45,62313.7,61503.6,61322.75,62909.55,52032.85,0,29.95,4.83,0.58,16,84,0,4.76,2.39,08-Jul-2025,08-Jun-2026,09-Jul-2026,02-Jul-2026,59905.65,62307.9,59415.45,62166.85,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg
