key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24175.65,84.8,0.35,24122.6,24188.3,24076.85,24090.85,26373.2,22182.55,0,20.44,2.93,1.16,19,30,1,-1.33,0.79,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,24250.2,24252.0,24500.9,24175.65,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,74159.15,-188.3,-0.25,74434.85,74438.6,73843.7,74347.45,75000.4,59896.1,0,19.6,3.3,0.97,29,19,2,12.46,2.87,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,72626.55,73992.1,65940.3,74159.15,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57496.3,-13.65,-0.02,57429.75,57596.4,57264.0,57509.95,61764.85,49954.85,0,13.6,1.72,0.68,7,6,1,6.83,1.31,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,57205.9,57761.95,53820.35,57496.3,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26286.5,5.85,0.02,26238.9,26316.25,26155.45,26280.65,28562.5,23373.95,0,16.12,2.43,0.95,13,6,1,2.52,1.01,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,26287.1,26261.0,25640.3,26286.5,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14966.7,17.85,0.12,14953.5,15018.55,14944.7,14948.85,15089.75,12046.2,0,35.07,4.45,0.5,15,10,0,19.4,2.93,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,14683.05,14875.45,12535.15,14966.7,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY INDIA FPI 150,NIFTY FPI 150,1574.95,4.0,0.25,1573.25,1576.4,1568.6,1570.95,1641.4,1346.5,0,22.55,3.35,1.03,80,68,2,0.0,1.34,,29-Jul-2026,28-Aug-2026,21-Aug-2026,1569.6,1575.85,0.0,1574.95,,https://nsearchives.nseindia.com/30d/NIFTY-FPI-150.svg,https://nsearchives.nseindia.com/today/NIFTY-FPI-150.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25341.75,60.15,0.24,25314.25,25359.9,25237.95,25281.6,26975.15,22720.45,0,20.28,2.99,1.13,48,49,3,1.05,1.18,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,25307.05,25396.05,25078.5,25341.75,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14094.0,28.2,0.2,14082.85,14107.6,14042.7,14065.8,14700.95,12396.1,0,21.8,3.2,1.01,110,87,3,3.46,1.5,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,14024.45,14103.1,13622.25,14094.0,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23528.55,46.55,0.2,23513.05,23552.3,23451.1,23482.0,24144.2,20385.65,0,22.86,3.28,0.95,271,225,4,4.38,1.79,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,23352.6,23530.3,22541.65,23528.55,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18405.8,44.05,0.24,18377.65,18449.25,18360.35,18361.75,18500.95,14804.55,0,36.2,4.43,0.51,30,20,0,16.36,2.4,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,18087.7,18320.25,15817.35,18405.8,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,64069.5,34.05,0.05,64093.2,64234.0,63945.55,64035.45,64450.9,52032.85,0,30.88,4.43,0.54,62,38,0,14.31,2.76,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,62862.25,63735.75,56047.5,64069.5,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,20080.0,39.35,0.2,20079.6,20129.1,20045.25,20040.65,20143.55,14986.0,0,31.72,3.61,0.57,56,44,0,16.11,5.24,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,19362.35,19977.75,17294.35,20080.0,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-100.svg
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,10.66,-0.41,-3.7,11.07,11.14,10.53,11.07,28.91,8.72,0,0,0,0,,,,-12.48,-15.13,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,12.01,11.2,12.18,10.68,https://nsearchives.nseindia.com/365d/INDIA-VIX.svg,https://nsearchives.nseindia.com/30d/INDIA-VIX.svg,https://nsearchives.nseindia.com/today/INDIA-VIX.svg
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,23507.15,-1.15,0.0,23532.0,23568.5,23463.45,23508.3,23647.5,19218.0,0,29.97,4.44,0.59,93,56,1,12.66,2.51,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,23123.7,23407.7,20864.75,23507.15,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-150.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,10015.0,-5.9,-0.06,10040.05,10050.9,9998.8,10020.9,10050.9,7338.35,0,31.94,3.49,0.58,30,20,0,20.7,5.39,28-Aug-2025,29-Jul-2026,28-Aug-2026,21-Aug-2026,9641.1,9987.05,8297.55,10015.0,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-50.svg
