key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,23635.1,-144.05,-0.61,23743.1,23758.95,23623.1,23779.15,26373.2,22182.55,0,19.98,2.86,1.2,31,17,2,-4.59,-3.81,05-Sep-2025,07-Aug-2026,08-Sep-2026,01-Sep-2026,24570.65,24055.8,24741.0,23635.1,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,72950.65,374.9,0.52,72592.55,72957.2,72466.75,72575.75,75000.4,59896.1,0,19.28,3.25,0.99,17,32,1,8.29,-2.34,05-Sep-2025,07-Aug-2026,08-Sep-2026,01-Sep-2026,74697.55,72874.75,67089.8,72950.65,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,56777.55,-310.75,-0.54,56990.4,57044.0,56720.45,57088.3,61764.85,49954.85,0,13.43,1.7,0.69,7,7,0,4.78,-1.68,05-Sep-2025,07-Aug-2026,08-Sep-2026,01-Sep-2026,57746.45,57409.6,54114.55,56777.55,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,25695.55,-240.05,-0.93,25885.15,25904.95,25690.15,25935.6,28562.5,23373.95,0,15.76,2.38,0.97,14,6,0,-0.95,-2.91,05-Sep-2025,07-Aug-2026,08-Sep-2026,01-Sep-2026,26466.0,26003.9,25889.3,25695.55,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14672.55,21.85,0.15,14635.8,14688.25,14600.25,14650.7,15089.75,12046.2,0,32.03,4.43,0.49,14,11,0,14.26,-1.36,05-Sep-2025,07-Aug-2026,08-Sep-2026,01-Sep-2026,14875.0,14813.35,12778.15,14672.55,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY INDIA FPI 150,NIFTY FPI 150,1542.2,-3.0,-0.19,1544.2,1544.9,1539.55,1545.2,1641.4,1346.5,0,22.08,3.27,1.07,79,68,3,0.0,-3.16,,07-Aug-2026,08-Sep-2026,01-Sep-2026,1592.55,1562.4,0.0,1542.2,,https://nsearchives.nseindia.com/30d/NIFTY-FPI-150.svg,https://nsearchives.nseindia.com/today/NIFTY-FPI-150.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,24803.9,-98.7,-0.4,24872.95,24888.35,24781.5,24902.6,26975.15,22720.45,0,19.85,2.92,1.16,48,49,3,-2.35,-3.53,05-Sep-2025,07-Aug-2026,08-Sep-2026,01-Sep-2026,25712.7,25157.4,25356.85,24803.9,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13804.1,-37.9,-0.27,13829.55,13835.85,13784.4,13842.0,14700.95,12396.1,0,21.35,3.13,1.03,106,91,3,-0.13,-3.0,05-Sep-2025,07-Aug-2026,08-Sep-2026,01-Sep-2026,14231.1,13979.4,13790.05,13804.1,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23106.1,-50.1,-0.22,23142.45,23151.45,23063.75,23156.2,24144.2,20385.65,0,22.39,3.21,0.97,266,230,5,0.99,-2.56,05-Sep-2025,07-Aug-2026,08-Sep-2026,01-Sep-2026,23712.1,23339.9,22829.15,23106.1,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18093.0,41.4,0.23,18037.95,18109.55,17984.9,18051.6,18500.95,14804.55,0,35.58,4.33,0.53,27,23,0,11.94,-0.44,05-Sep-2025,07-Aug-2026,08-Sep-2026,01-Sep-2026,18172.6,18248.8,16091.9,18093.0,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
