key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24395.85,-40.1,-0.16,24431.6,24431.6,24311.4,24435.95,26373.2,22182.55,0,20.59,2.98,1.2,22,28,0,-0.91,0.76,12-Aug-2025,13-Jul-2026,13-Aug-2026,06-Aug-2026,24211.0,24636.0,24487.4,24395.85,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,74726.65,-21.45,-0.03,74824.2,74851.0,74375.05,74748.1,74878.45,59896.1,0,19.88,3.47,1.1,30,18,2,12.16,3.63,12-Aug-2025,13-Jul-2026,13-Aug-2026,06-Aug-2026,72111.4,74526.75,66223.9,74726.65,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57635.25,-250.6,-0.43,57799.15,57799.15,57548.6,57885.85,61764.85,49954.85,0,13.64,1.74,0.68,8,5,1,4.45,-0.85,12-Aug-2025,13-Jul-2026,13-Aug-2026,06-Aug-2026,58131.45,58063.65,55043.7,57635.25,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26327.95,-98.8,-0.37,26428.15,26428.15,26282.25,26426.75,28562.5,23373.95,0,16.15,2.46,0.95,12,8,0,0.34,-1.89,12-Aug-2025,13-Jul-2026,13-Aug-2026,06-Aug-2026,26836.15,26863.5,26135.3,26327.95,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,15078.15,45.5,0.3,15024.55,15078.15,14988.1,15032.65,15078.15,12046.2,0,35.38,4.6,0.57,7,15,3,18.73,1.61,12-Aug-2025,13-Jul-2026,13-Aug-2026,06-Aug-2026,14839.65,14812.6,12561.6,15078.15,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
BROAD MARKET INDICES,NIFTY INDIA FPI 150,NIFTY FPI 150,1586.8,-1.75,-0.11,1588.25,1588.25,1579.9,1588.55,1641.4,1346.5,0,22.73,3.44,1.1,72,75,3,0.0,1.54,,13-Jul-2026,13-Aug-2026,06-Aug-2026,1562.75,1593.15,0.0,1586.8,,https://nsearchives.nseindia.com/30d/NIFTY-FPI-150.svg,https://nsearchives.nseindia.com/today/NIFTY-FPI-150.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25565.65,-35.55,-0.14,25602.35,25602.35,25478.1,25601.2,26975.15,22720.45,0,20.45,3.06,1.18,52,46,2,1.36,1.29,12-Aug-2025,13-Jul-2026,13-Aug-2026,06-Aug-2026,25240.8,25757.4,25085.4,25565.65,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14195.45,-11.4,-0.08,14206.85,14206.85,14143.7,14206.85,14700.95,12396.1,0,21.96,3.28,1.06,93,101,6,3.51,1.37,12-Aug-2025,13-Jul-2026,13-Aug-2026,06-Aug-2026,14003.1,14244.75,13636.7,14195.45,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23658.1,-14.35,-0.06,23678.7,23678.7,23585.6,23672.45,24144.2,20385.65,0,23.01,3.35,1,244,248,8,4.23,1.33,12-Aug-2025,13-Jul-2026,13-Aug-2026,06-Aug-2026,23347.05,23729.45,22568.6,23658.1,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18396.35,40.4,0.22,18347.9,18396.35,18288.7,18355.95,18396.35,14804.55,0,36.24,4.56,0.57,19,28,3,15.0,1.7,12-Aug-2025,13-Jul-2026,13-Aug-2026,06-Aug-2026,18089.55,18125.25,15856.05,18396.35,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
