key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24287.65,-78.35,-0.32,24343.45,24360.1,24226.95,24366.0,26373.2,22182.55,0,20.53,2.95,1.17,31,18,1,-1.4,-0.19,14-Aug-2025,17-Jul-2026,17-Aug-2026,10-Aug-2026,24334.3,24583.8,24631.3,24287.65,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,74474.1,-12.45,-0.02,74468.85,74655.95,74242.85,74486.55,74878.45,59896.1,0,19.7,3.41,1.12,29,20,1,11.97,3.68,14-Aug-2025,17-Jul-2026,17-Aug-2026,10-Aug-2026,71828.4,74766.85,66511.6,74474.1,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57497.8,6.7,0.01,57418.3,57757.25,57119.6,57491.1,61764.85,49954.85,0,13.6,1.72,0.71,8,6,0,3.9,-1.75,14-Aug-2025,17-Jul-2026,17-Aug-2026,10-Aug-2026,58521.4,57686.95,55341.85,57497.8,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26217.15,3.5,0.01,26148.65,26322.55,26051.75,26213.65,28562.5,23373.95,0,16.08,2.45,0.95,9,10,1,-0.44,-2.55,14-Aug-2025,17-Jul-2026,17-Aug-2026,10-Aug-2026,26903.35,26545.3,26333.45,26217.15,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14948.6,-23.15,-0.15,14937.05,14995.85,14892.9,14971.75,15078.15,12046.2,0,35.03,4.52,0.5,14,11,0,18.27,1.58,14-Aug-2025,17-Jul-2026,17-Aug-2026,10-Aug-2026,14715.4,14960.6,12639.1,14948.6,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY INDIA FPI 150,NIFTY FPI 150,1579.55,-3.55,-0.22,1581.9,1583.6,1575.6,1583.1,1641.4,1346.5,0,22.62,3.39,1.07,83,65,2,0.0,0.97,,17-Jul-2026,17-Aug-2026,10-Aug-2026,1564.35,1595.7,0.0,1579.55,,https://nsearchives.nseindia.com/30d/NIFTY-FPI-150.svg,https://nsearchives.nseindia.com/today/NIFTY-FPI-150.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25457.3,-67.55,-0.26,25504.5,25529.8,25392.4,25524.85,26975.15,22720.45,0,20.37,3.03,1.16,60,38,2,0.92,0.51,14-Aug-2025,17-Jul-2026,17-Aug-2026,10-Aug-2026,25327.65,25728.3,25226.25,25457.3,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14133.85,-28.35,-0.2,14150.55,14170.7,14092.45,14162.2,14700.95,12396.1,0,21.87,3.24,1.04,113,85,2,3.11,0.85,14-Aug-2025,17-Jul-2026,17-Aug-2026,10-Aug-2026,14014.15,14255.6,13707.7,14133.85,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23564.45,-30.45,-0.13,23581.75,23617.3,23488.45,23594.9,24144.2,20385.65,0,22.91,3.31,0.98,256,242,2,3.9,0.98,14-Aug-2025,17-Jul-2026,17-Aug-2026,10-Aug-2026,23336.3,23743.2,22680.25,23564.45,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18279.0,18.35,0.1,18231.55,18323.95,18185.4,18260.65,18403.5,14804.55,0,35.92,4.45,0.52,23,27,0,14.77,1.94,14-Aug-2025,17-Jul-2026,17-Aug-2026,10-Aug-2026,17930.85,18298.9,15926.15,18279.0,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
