key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24238.5,-95.8,-0.39,24190.05,24266.1,24135.85,24334.3,26373.2,22182.55,0,20.86,3.04,1.19,14,36,0,-2.92,0.94,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,24013.1,24211.0,24968.4,24238.5,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,72460.05,631.65,0.88,71745.35,72533.6,71595.4,71828.4,73141.05,59896.1,0,18.95,3.42,1.24,15,35,0,6.21,0.14,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,72356.65,72111.4,68225.15,72460.05,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57945.0,-576.4,-0.98,57738.25,58111.0,57533.1,58521.4,61764.85,49954.85,0,14.5,1.8,0.79,5,9,0,2.95,0.45,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,57685.75,58131.45,56283.0,57945.0,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26574.65,-328.7,-1.22,26557.3,26623.3,26360.4,26903.35,28562.5,23373.95,0,16.98,2.56,0.97,8,12,0,0.07,0.54,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,26431.15,26836.15,26556.15,26574.65,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14779.7,64.3,0.44,14700.5,14800.25,14651.05,14715.4,14876.45,12046.2,0,30.41,4.86,0.61,8,17,0,12.21,1.1,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,14618.95,14839.65,13171.0,14779.7,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25286.45,-41.2,-0.16,25199.4,25309.75,25161.55,25327.65,26975.15,22720.45,0,20.48,3.11,1.2,29,71,0,-1.32,0.8,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,25086.65,25240.8,25623.5,25286.45,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14012.65,-1.5,-0.01,13953.2,14026.7,13935.75,14014.15,14700.95,12396.1,0,21.88,3.34,1.07,59,141,0,0.14,0.73,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,13911.25,14003.1,13993.45,14012.65,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23338.05,1.75,0.01,23244.3,23363.3,23219.45,23336.3,24144.2,20385.65,0,23,3.41,1.02,200,296,4,0.27,0.84,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,23144.2,23347.05,23275.15,23338.05,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18040.15,109.3,0.61,17902.0,18068.35,17867.5,17930.85,18114.45,14804.55,0,33.57,4.76,0.59,13,37,0,8.38,1.72,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,17735.3,18089.55,16645.4,18040.15,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,62801.75,373.7,0.6,62335.75,62894.75,62249.75,62428.05,63183.35,52032.85,0,30.07,4.79,0.58,30,70,0,6.26,0.45,18-Jul-2025,19-Jun-2026,20-Jul-2026,13-Jul-2026,62517.3,63040.95,59104.5,62801.75,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg
