key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24206.9,244.1,1.02,24124.7,24228.45,24120.35,23962.8,26373.2,22182.55,0,20.87,3.15,1.23,6,42,2,-4.53,4.27,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,23242.1,24270.85,25476.1,24206.9,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,72391.8,905.95,1.27,71953.55,72438.45,71825.05,71485.85,73141.05,59896.1,0,18.86,3.47,1.23,7,43,0,5.65,4.68,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,69945.85,72268.95,68678.15,72391.8,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,58045.9,793.45,1.39,57592.5,58251.95,57576.7,57252.45,61764.85,49954.85,0,14.58,1.87,0.79,0,14,0,1.91,5.35,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,55194.5,57938.5,57213.55,58045.9,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26831.05,348.6,1.32,26650.4,26857.95,26641.25,26482.45,28562.5,23373.95,0,17.15,2.72,0.97,0,20,0,-0.57,6.45,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,25152.45,26875.05,27058.45,26831.05,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14820.9,166.1,1.13,14766.5,14831.55,14738.7,14654.8,14831.55,12046.2,0,30.99,4.97,0.58,6,19,0,12.19,5.93,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,14180.8,14545.9,13291.85,14820.9,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25255.1,265.85,1.06,25157.1,25271.25,25150.1,24989.25,26975.15,22720.45,0,20.47,3.2,1.23,13,85,2,-2.76,4.36,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,24275.6,25301.9,26084.0,25255.1,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14009.25,156.7,1.13,13947.9,14015.7,13944.5,13852.55,14700.95,12396.1,0,21.91,3.44,1.1,30,168,2,-1.01,4.56,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,13471.15,13992.05,14211.15,14009.25,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23348.4,267.25,1.16,23239.7,23358.35,23234.45,23081.15,24144.2,20385.65,0,23.07,3.51,1.04,84,413,3,-0.52,5.01,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,22370.15,23301.15,23557.45,23348.4,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18059.5,215.0,1.2,17977.8,18069.2,17954.25,17844.5,18069.2,14804.55,0,33.73,4.87,0.57,10,40,0,8.3,6.2,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,17248.1,17783.25,16753.15,18059.5,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,63036.8,869.95,1.4,62636.05,63076.5,62576.6,62166.85,63076.5,52032.85,0,30.37,4.9,0.59,17,83,0,6.55,5.39,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,60715.45,62190.3,59339.6,63036.8,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,19416.5,295.65,1.55,19257.85,19444.35,19228.95,19120.85,19444.35,14986.0,0,33.47,3.77,0.6,16,84,0,2.43,8.94,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,18063.6,19175.1,19007.4,19416.5,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-100.svg
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,12.25,-1.11,-8.3,13.36,13.36,12.13,13.36,28.91,8.72,0,0,0,0,,,,4.97,-21.63,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,15.58,11.8,11.94,12.25,https://nsearchives.nseindia.com/365d/INDIA-VIX.svg,https://nsearchives.nseindia.com/30d/INDIA-VIX.svg,https://nsearchives.nseindia.com/today/INDIA-VIX.svg
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,23166.5,310.75,1.36,23020.25,23180.5,23000.25,22855.75,23180.5,19218.0,0,29.67,4.85,0.64,25,125,0,6.18,5.69,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,22216.25,22884.35,21878.65,23166.5,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-150.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,9621.15,143.2,1.51,9542.15,9636.7,9523.45,9477.95,9636.7,7338.35,0,32.81,3.59,0.61,9,41,0,5.07,9.59,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,8905.5,9470.4,9192.5,9621.15,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-50.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,18118.9,243.2,1.36,18004.35,18134.6,17975.7,17875.7,18134.6,14143.45,0,36.31,3.81,0.62,46,203,1,1.96,7.96,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,16977.45,17996.25,17782.45,18118.9,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-250.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-250.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-250.svg
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,21331.15,286.2,1.36,21196.4,21345.25,21173.95,21044.95,21345.25,17390.85,0,31.66,4.43,0.63,71,328,1,4.6,6.46,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,20295.2,21111.0,20433.65,21331.15,https://nsearchives.nseindia.com/365d/NIFTY-MIDSML-400.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDSML-400.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDSML-400.svg
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,16553.25,198.3,1.21,16468.75,16561.6,16463.15,16354.95,16681.75,14102.2,0,25.2,3.66,0.93,84,413,3,0.76,5.59,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,15800.5,16489.8,16477.65,16553.25,https://nsearchives.nseindia.com/365d/NIFTY500-MULTICAP.svg,https://nsearchives.nseindia.com/30d/NIFTY500-MULTICAP.svg,https://nsearchives.nseindia.com/today/NIFTY500-MULTICAP.svg
BROAD MARKET INDICES,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,16730.55,200.35,1.21,16645.2,16738.2,16641.95,16530.2,17077.75,14445.65,0,24.24,3.86,0.93,38,210,2,1.68,5.02,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,16065.4,16643.8,16513.15,16730.55,https://nsearchives.nseindia.com/365d/NIFTY-LARGEMID250.svg,https://nsearchives.nseindia.com/30d/NIFTY-LARGEMID250.svg,https://nsearchives.nseindia.com/today/NIFTY-LARGEMID250.svg
BROAD MARKET INDICES,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,13177.0,152.05,1.17,13114.9,13182.65,13112.1,13024.95,13548.0,11436.55,0,23.27,3.52,1.02,151,597,3,-0.29,5.16,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,12612.15,13147.35,13260.45,13177.0,https://nsearchives.nseindia.com/365d/NIFTY-TOTAL-MKT.svg,https://nsearchives.nseindia.com/30d/NIFTY-TOTAL-MKT.svg,https://nsearchives.nseindia.com/today/NIFTY-TOTAL-MKT.svg
BROAD MARKET INDICES,NIFTY MICROCAP 250,NIFTY MICROCAP250,25503.05,345.7,1.37,25348.95,25519.4,25316.55,25157.35,25519.4,18858.5,0,28.83,3.64,0.59,67,184,0,4.73,8.44,09-Jul-2025,09-Jun-2026,10-Jul-2026,03-Jul-2026,23861.6,25317.6,24262.4,25503.05,https://nsearchives.nseindia.com/365d/NIFTY-MICROCAP250.svg,https://nsearchives.nseindia.com/30d/NIFTY-MICROCAP250.svg,https://nsearchives.nseindia.com/today/NIFTY-MICROCAP250.svg
