key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,23897.7,24.25,0.1,23910.9,24005.75,23895.85,23873.45,26373.2,22182.55,0,20.2,2.89,1.19,27,23,0,-3.38,-2.91,03-Sep-2025,04-Aug-2026,04-Sep-2026,28-Aug-2026,24614.9,24175.65,24715.05,23897.7,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,72880.9,-170.95,-0.23,73133.5,73207.3,72871.7,73051.85,75000.4,59896.1,0,19.27,3.24,0.99,32,17,1,8.53,-1.79,03-Sep-2025,04-Aug-2026,04-Sep-2026,28-Aug-2026,74210.55,74159.15,67463.05,72880.9,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57369.65,-10.95,-0.02,57492.65,57677.15,57324.55,57380.6,61764.85,49954.85,0,13.57,1.72,0.68,9,5,0,6.09,-0.93,03-Sep-2025,04-Aug-2026,04-Sep-2026,28-Aug-2026,57907.2,57496.3,54067.55,57369.65,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26051.0,127.95,0.49,25988.9,26174.0,25987.1,25923.05,28562.5,23373.95,0,15.98,2.41,0.96,8,12,0,0.76,-2.96,03-Sep-2025,04-Aug-2026,04-Sep-2026,28-Aug-2026,26844.7,26286.5,25732.55,26051.0,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14713.65,-46.35,-0.31,14780.9,14823.2,14712.85,14760.0,15089.75,12046.2,0,32.12,4.44,0.49,19,6,0,15.5,-1.06,03-Sep-2025,04-Aug-2026,04-Sep-2026,28-Aug-2026,14871.5,14966.7,12773.6,14713.65,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY INDIA FPI 150,NIFTY FPI 150,1553.7,-0.65,-0.04,1555.6,1559.95,1553.7,1554.35,1641.4,1346.5,0,22.24,3.29,1.06,94,55,1,0.0,-2.51,,04-Aug-2026,04-Sep-2026,28-Aug-2026,1593.65,1574.95,0.0,1553.7,,https://nsearchives.nseindia.com/30d/NIFTY-FPI-150.svg,https://nsearchives.nseindia.com/today/NIFTY-FPI-150.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25023.15,9.7,0.04,25050.55,25132.1,25022.55,25013.45,26975.15,22720.45,0,20.02,2.95,1.15,59,40,1,-1.31,-2.71,03-Sep-2025,04-Aug-2026,04-Sep-2026,28-Aug-2026,25719.15,25341.75,25358.9,25023.15,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13908.5,-2.7,-0.02,13928.0,13969.65,13908.35,13911.2,14700.95,12396.1,0,21.51,3.16,1.03,125,73,2,0.9,-2.3,03-Sep-2025,04-Aug-2026,04-Sep-2026,28-Aug-2026,14235.2,14094.0,13802.0,13908.5,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23254.15,0.1,0.0,23286.5,23349.9,23254.15,23254.05,24144.2,20385.65,0,22.53,3.24,0.96,266,231,3,1.9,-1.84,03-Sep-2025,04-Aug-2026,04-Sep-2026,28-Aug-2026,23690.15,23528.55,22864.65,23254.15,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18127.75,-42.5,-0.23,18185.7,18226.2,18114.65,18170.25,18500.95,14804.55,0,35.65,4.34,0.52,36,14,0,12.81,-0.48,03-Sep-2025,04-Aug-2026,04-Sep-2026,28-Aug-2026,18215.85,18405.8,16156.2,18127.75,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
