key,index,indexSymbol,last,variation,percentChange,open,high,low,previousClose,yearHigh,yearLow,indicativeClose,pe,pb,dy,declines,advances,unchanged,perChange365d,perChange30d,date365dAgo,date30dAgo,previousDay,oneWeekAgo,oneMonthAgoVal,oneWeekAgoVal,oneYearAgoVal,previousDayVal,chart365dPath,chart30dPath,chartTodayPath
INDICES ELIGIBLE IN DERIVATIVES,NIFTY 50,NIFTY 50,24187.7,-50.8,-0.21,24216.05,24262.2,24135.65,24238.5,26373.2,22182.55,0,20.65,3.04,1.19,17,33,0,-3.6,0.73,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,24013.1,24052.05,24968.4,24187.7,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY NEXT 50,NIFTY NEXT 50,72777.1,317.05,0.44,72533.8,72839.95,72303.65,72460.05,73141.05,59896.1,0,18.88,3.44,1.23,18,32,0,6.24,0.58,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,72356.65,71851.6,68225.15,72777.1,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY BANK,NIFTY BANK,57835.35,-109.65,-0.19,57853.75,58228.65,57803.85,57945.0,61764.85,49954.85,0,13.95,1.79,0.79,5,9,0,1.55,0.26,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,57685.75,57462.3,56283.0,57835.35,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26531.65,-43.0,-0.16,26527.75,26619.95,26499.95,26574.65,28562.5,23373.95,0,16.57,2.55,0.98,7,13,0,-1.69,0.38,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,26431.15,26536.7,26556.15,26531.65,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg
INDICES ELIGIBLE IN DERIVATIVES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14814.3,34.6,0.23,14785.3,14834.15,14766.2,14779.7,14876.45,12046.2,0,30.49,4.88,0.61,9,16,0,11.38,1.34,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,14618.95,14712.65,13171.0,14814.3,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25263.45,-23.0,-0.09,25272.05,25322.7,25189.15,25286.45,26975.15,22720.45,0,20.3,3.1,1.2,35,65,0,-1.87,0.7,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,25086.65,25088.65,25623.5,25263.45,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,14010.75,-1.9,-0.01,14008.35,14035.5,13969.6,14012.65,14700.95,12396.1,0,21.71,3.34,1.07,79,121,0,-0.37,0.72,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,13911.25,13923.4,13993.45,14010.75,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23352.15,14.1,0.06,23340.7,23383.1,23286.15,23338.05,24144.2,20385.65,0,22.86,3.41,1.02,220,279,1,-0.11,0.9,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,23144.2,23199.45,23275.15,23352.15,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,18091.2,51.05,0.28,18052.6,18108.45,18024.65,18040.15,18114.45,14804.55,0,33.51,4.75,0.58,19,31,0,7.99,2.01,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,17735.3,17988.15,16645.4,18091.2,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,62987.6,185.85,0.3,62849.1,63026.1,62749.8,62801.75,63183.35,52032.85,0,30.06,4.78,0.58,44,56,0,5.92,0.75,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,62517.3,62766.4,59104.5,62987.6,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,19428.05,101.6,0.53,19372.9,19441.95,19335.65,19326.45,19470.5,14986.0,0,33.09,3.65,0.59,50,50,0,2.48,3.43,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,18784.45,19227.35,18959.65,19428.05,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-100.svg
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,12.6,-0.38,-2.92,12.98,13.08,12.1,12.98,28.91,8.72,0,0,0,0,,,,12.5,-2.85,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,12.97,13.75,11.39,12.6,https://nsearchives.nseindia.com/365d/INDIA-VIX.svg,https://nsearchives.nseindia.com/30d/INDIA-VIX.svg,https://nsearchives.nseindia.com/today/INDIA-VIX.svg
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,23170.5,84.5,0.37,23112.75,23183.45,23077.65,23086.0,23239.65,19218.0,0,29.42,4.74,0.64,60,90,0,5.33,0.86,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,22972.95,23053.6,21858.85,23170.5,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-150.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,9659.15,48.15,0.5,9640.15,9677.8,9622.05,9611.0,9677.8,7338.35,0,32.56,3.51,0.64,29,21,0,5.21,4.02,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,9285.45,9533.7,9162.55,9659.15,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-50.svg
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,18101.0,77.1,0.43,18067.35,18116.85,18042.1,18023.9,18194.8,14143.45,0,35.99,3.69,0.62,125,124,1,1.18,2.19,18-Jul-2025,19-Jun-2026,21-Jul-2026,14-Jul-2026,17713.8,17974.9,17909.25,18101.0,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-250.svg,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-250.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-250.svg
