priority,identifier,change,symbol,series,marketType,lastPrice,totalTradedVolume,open,dayHigh,dayLow,previousClose,totalTradedValue,yearHigh,yearLow,ffmc,lastUpdateTime,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,nearWKH,nearWKL,chart30Path,chart365Path,companyName,pChange
1,NIFTY TOTAL MARKET,-34.5,NIFTY TOTAL MARKET,,,13367.8,3206331520,13409.4,13409.7,13345.2,13402.3,1000067884272.42,13548.0,11436.55,,2026-08-11 15:39:59,0,4.96,1.45,08-Aug-2025,10-Jul-2026,1.3300856214939474,-16.886648508509996,,,,-0.26
0,GLANDEQN,285.7,GLAND,EQ,N,2933.0,8760097,2845.5,2988.4,2808.0,2667.3,25380191033.25,2988.4,1573.6,233055473563.32,2026-08-11 16:00:28,0,51.47,18.29,11-Aug-2025,10-Jul-2026,1.8538348280016061,-86.38790035587189,,,GLAND PHARMA LIMITED,10.79
0,CHENNPETROEQN,177.9,CHENNPETRO,EQ,N,1418.0,17236108,1249.0,1449.0,1237.0,1240.1,23852877500.12,1449.0,620.85,68015154481.84,2026-08-11 16:00:28,0,115.14,20.1,11-Aug-2025,10-Jul-2026,2.139406487232574,-128.39655311266813,,,CHENNAI PETROLEUM CORPORATION LIMITED,14.35
0,HDFCBANKEQN,-2.0,HDFCBANK,EQ,N,729.0,29154365,730.5,730.85,726.55,731.0,21246535037.4,1020.5,726.55,11138321713800.95,2026-08-11 16:00:28,0,-26.94,-11.63,11-Aug-2025,10-Jul-2026,28.564429201371876,-0.33721010253939854,,,HDFC BANK LIMITED,-0.27
0,LICIEQN,13.0,LICI,EQ,N,406.0,49779915,394.4,410.45,393.2,393.0,20166839164.8,468.48,360.75,179756434662.42,2026-08-11 16:00:28,0,-10.41,-8.36,11-Aug-2025,10-Jul-2026,13.33674863387978,-12.543312543312544,,,LIFE INSURANCE CORPORATION OF INDIA,3.31
0,BSEEQN,8.9,BSE,EQ,N,3605.0,5475430,3620.0,3628.0,3534.6,3596.1,19634837225.7,4446.8,2021.5,1469022255748.1,2026-08-11 16:00:28,0,50.44,-5.42,11-Aug-2025,10-Jul-2026,18.930466852568138,-78.3329210981944,,,BSE LIMITED,0.25
0,ICICIBANKEQN,-2.2,ICICIBANK,EQ,N,1429.6,10471914,1432.1,1434.0,1412.2,1431.8,14884778559.6,1480.0,1187.6,10215897021962.57,2026-08-11 16:00:28,0,-0.49,2.03,11-Aug-2025,10-Jul-2026,3.4054054054054053,-20.377231391040755,,,ICICI BANK LIMITED,-0.15
0,PAYTMEQN,9.6,PAYTM,EQ,N,1593.7,8421264,1593.5,1639.9,1576.1,1584.1,13552087517.28,1639.9,930.6,669931125365.09,2026-08-11 16:00:28,0,42.04,18.77,11-Aug-2025,10-Jul-2026,2.8172449539606075,-71.25510423382764,,,ONE 97 COMMUNICATIONS LIMITED,0.61
0,NAUKRIEQN,78.0,NAUKRI,EQ,N,1360.0,9948602,1297.0,1391.0,1291.1,1282.0,13522438296.46,1437.8,908.3,519270622953.46,2026-08-11 16:00:28,0,2.98,12.95,11-Aug-2025,10-Jul-2026,5.411044651550981,-49.73026533083783,,,INFO EDGE (INDIA) LIMITED,6.08
0,AARTIPHARMEQN,55.9,AARTIPHARM,EQ,N,878.9,14873286,848.9,932.6,826.2,823.0,13398302227.38,946.1,585.0,45066625618.09,2026-08-11 16:00:28,0,2.3,23.88,11-Aug-2025,10-Jul-2026,7.10284325124194,-50.23931623931624,,,AARTI PHARMALABS LIMITED,6.79
