priority,identifier,change,symbol,series,marketType,lastPrice,totalTradedVolume,open,dayHigh,dayLow,previousClose,totalTradedValue,yearHigh,yearLow,ffmc,lastUpdateTime,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,nearWKH,nearWKL,chart30Path,chart365Path,companyName,pChange
1,NIFTY TOTAL MARKET,-8.5,NIFTY TOTAL MARKET,,,13285.6,3196685044,13311.85,13327.95,13254.85,13294.1,854094521564.59,13548.0,11436.55,,2026-08-24 15:39:59,0,2.66,2.76,22-Aug-2025,24-Jul-2026,1.936817242397402,-16.167900284613804,,,,-0.06
0,LTFOODSEQN,28.4,LTFOODS,EQ,N,456.0,41891152,427.6,490.7,427.6,427.6,19687165793.92,490.7,333.15,62572377500.73,2026-08-24 16:00:28,0,5.17,21.41,22-Aug-2025,24-Jul-2026,7.071530466680253,-36.87528140477262,,,LT FOODS LIMITED,6.64
0,VMMEQN,10.07,VMM,EQ,N,113.5,154604116,109.2,115.4,109.0,103.43,17454804696.4,157.6,98.77,316036003187.95,2026-08-24 16:00:28,0,-24.67,5.05,22-Aug-2025,24-Jul-2026,27.982233502538072,-14.91343525361952,,,VISHAL MEGA MART LIMITED,9.74
0,NETWEBEQN,-166.0,NETWEB,EQ,N,5435.0,2703933,5600.0,5813.0,5408.5,5601.0,15100762782.42,5813.0,2037.3,106655067529.7,2026-08-24 16:00:28,0,134.03,30.77,22-Aug-2025,24-Jul-2026,6.502666437295717,-166.77465272664801,,,NETWEB TECHNOLOGIES INDIA LIMITED,-2.96
0,WELCORPEQN,90.0,WELCORP,EQ,N,2401.9,6106908,2290.0,2422.0,2266.7,2311.9,14487906401.04,2422.0,710.0,313879118472.96,2026-08-24 16:00:28,0,170.0,50.41,22-Aug-2025,24-Jul-2026,0.8298926507018992,-238.29577464788733,,,WELSPUN CORP LIMITED,3.89
0,BSEEQN,71.7,BSE,EQ,N,3312.7,4303245,3250.0,3346.5,3242.5,3241.0,14273089080.9,4446.8,2021.5,1349911241779.95,2026-08-24 16:00:28,0,42.01,-6.68,22-Aug-2025,24-Jul-2026,25.503733021498604,-63.87336136532278,,,BSE LIMITED,2.21
0,MCXEQN,83.0,MCX,EQ,N,3268.0,3395697,3200.0,3289.7,3180.1,3185.0,11034249487.56,3480.0,1460.8,831359229655.52,2026-08-24 16:00:28,0,105.28,19.71,22-Aug-2025,24-Jul-2026,6.091954022988506,-123.71303395399781,,,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,2.61
0,URBANCOEQN,9.7,URBANCO,EQ,N,168.3,64718783,159.0,172.33,157.55,158.6,10881168985.79,201.18,100.7,56604521327.31,2026-08-24 16:00:28,0,0.0,29.7,,24-Jul-2026,16.343572919773337,-67.13008937437934,,,URBAN COMPANY LIMITED,6.12
0,DIXONEQN,-280.0,DIXON,EQ,N,14570.0,735401,15000.0,15000.0,14484.0,14850.0,10727095828.73,18471.0,9600.0,603337109056.18,2026-08-24 16:00:28,0,-13.75,5.23,22-Aug-2025,24-Jul-2026,21.119592875318066,-51.770833333333336,,,DIXON TECHNOLOGIES (INDIA) LIMITED,-1.89
0,MUTHOOTFINEQN,187.0,MUTHOOTFIN,EQ,N,3209.0,3268593,3056.0,3209.0,3049.8,3022.0,10343266432.92,4149.5,2604.2,343174199430.05,2026-08-24 16:00:28,0,19.71,7.44,22-Aug-2025,24-Jul-2026,22.66538137124955,-23.224022732509024,,,MUTHOOT FINANCE LIMITED,6.19
0,INFYEQN,9.0,INFY,EQ,N,1130.0,8565354,1126.5,1144.5,1122.0,1121.0,9705916538.64,1728.0,982.4,3953171214002.05,2026-08-24 16:00:28,0,-24.03,8.56,22-Aug-2025,24-Jul-2026,34.60648148148148,-15.02442996742671,,,INFOSYS LIMITED,0.8
0,BALUFORGEEQN,73.8,BALUFORGE,EQ,N,629.2,15544329,568.0,638.0,568.0,555.4,9627380166.15,697.0,341.05,29838602594.08,2026-08-24 16:00:28,0,-0.71,45.11,22-Aug-2025,24-Jul-2026,9.727403156384504,-84.4890778478229,,,BALU FORGE INDUSTRIES LIMITED,13.29
0,RELIANCEEQN,-6.2,RELIANCE,EQ,N,1309.8,7277167,1316.6,1320.0,1302.4,1316.0,9517806719.3,1611.8,1249.8,8823783835303.96,2026-08-24 16:00:28,0,-7.05,2.49,22-Aug-2025,24-Jul-2026,18.736815982131777,-4.800768122899664,,,RELIANCE INDUSTRIES LIMITED,-0.47
0,SBINEQN,-9.2,SBIN,EQ,N,1039.5,8868193,1047.9,1047.9,1032.1,1048.7,9190197087.83,1234.7,798.5,4284700632073.01,2026-08-24 16:00:28,0,27.35,2.41,22-Aug-2025,24-Jul-2026,15.809508382603061,-30.18159048215404,,,STATE BANK OF INDIA,-0.88
0,BALRAMCHINEQN,-46.35,BALRAMCHIN,EQ,N,683.0,12426234,732.95,751.7,678.0,729.35,9023931130.8,780.95,393.55,77606945281.52,2026-08-24 16:00:28,0,16.78,11.94,22-Aug-2025,24-Jul-2026,12.542416287854536,-73.54846906365138,,,BALRAMPUR CHINI MILLS LIMITED,-6.35
0,SAILEQN,6.19,SAIL,EQ,N,179.65,48226622,174.8,180.96,174.71,173.46,8644139727.28,209.7,118.1,258990638017.16,2026-08-24 16:00:28,0,47.34,11.27,22-Aug-2025,24-Jul-2026,14.329995231282785,-52.116850127011006,,,STEEL AUTHORITY OF INDIA LIMITED,3.57
0,HDFCBANKEQN,2.05,HDFCBANK,EQ,N,729.0,11408345,732.5,734.4,724.1,726.95,8305161076.55,1020.5,715.1,11139571634625.85,2026-08-24 16:00:28,0,-25.79,-1.86,22-Aug-2025,24-Jul-2026,28.564429201371876,-1.9437840861417983,,,HDFC BANK LIMITED,0.28
0,HSCLEQN,5.1,HSCL,EQ,N,659.5,11631592,660.45,684.75,657.1,654.4,7829689838.88,819.5,418.5,154476610043.78,2026-08-24 16:00:28,0,40.48,-16.47,22-Aug-2025,24-Jul-2026,19.524100061012813,-57.58661887694146,,,HIMADRI SPECIALITY CHEMICAL LIMITED,0.78
0,HINDZINCEQN,9.1,HINDZINC,EQ,N,604.0,12772617,595.95,614.2,592.85,594.9,7754766685.38,733.0,418.0,289654862447.97,2026-08-24 16:00:28,0,42.15,13.54,22-Aug-2025,24-Jul-2026,17.598908594815825,-44.49760765550239,,,HINDUSTAN ZINC LIMITED,1.53
0,ICICIBANKEQN,-5.0,ICICIBANK,EQ,N,1415.0,5307113,1420.5,1425.5,1408.7,1420.0,7512589949.41,1480.0,1187.6,10112335516683.7,2026-08-24 16:00:28,0,-1.49,-1.25,22-Aug-2025,24-Jul-2026,4.391891891891892,-19.147861232738297,,,ICICI BANK LIMITED,-0.35
0,PCJEWELLEREQN,0.83,PCJEWELLER,EQ,N,11.05,686889641,10.28,11.35,10.19,10.22,7459621501.26,15.38,7.47,43494304699.16,2026-08-24 16:00:28,0,-19.11,19.07,22-Aug-2025,24-Jul-2026,28.153446033810145,-47.92503346720214,,,PC JEWELLER LIMITED,8.12
0,BLSEQN,-29.12,BLS,EQ,N,242.17,29683584,272.0,280.14,233.47,271.29,7263869840.64,392.85,218.9,29253997908.71,2026-08-24 16:00:28,0,-34.22,3.67,22-Aug-2025,24-Jul-2026,38.3556064655721,-10.630424851530378,,,BLS INTERNATIONAL SERVICES LIMITED,-10.73
0,ETERNALEQN,-0.85,ETERNAL,EQ,N,327.15,21892944,323.0,329.5,323.0,328.0,7177601690.4,368.45,212.6,2358523836704.96,2026-08-24 16:00:28,0,2.52,16.84,22-Aug-2025,24-Jul-2026,11.209119283484869,-53.880526810912514,,,ETERNAL LIMITED,-0.26
0,HFCLEQN,11.4,HFCL,EQ,N,239.41,29905949,229.0,239.41,228.13,228.01,7097578876.17,239.41,59.82,244485028856.95,2026-08-24 16:00:28,0,225.2,21.62,22-Aug-2025,24-Jul-2026,0.0,-300.21731862253426,,,HFCL LIMITED,5.0
0,TATASTEELEQN,3.3,TATASTEEL,EQ,N,186.3,37800944,184.15,186.3,183.06,183.0,6999978809.92,224.4,153.05,1535663517993.19,2026-08-24 16:00:28,0,17.5,1.99,22-Aug-2025,24-Jul-2026,16.97860962566845,-21.724926494609605,,,TATA STEEL LIMITED,1.8
0,ASTERDMEQN,-10.55,ASTERDM,EQ,N,751.0,8879723,759.0,768.9,744.0,761.55,6681192382.43,891.3,519.1,318999250623.05,2026-08-24 16:00:28,0,24.65,-4.41,22-Aug-2025,24-Jul-2026,15.741052395377539,-44.673473319206316,,,ASTER DM QUALITY CARE LIMITED,-1.39
0,HINDCOPPEREQN,-4.8,HINDCOPPER,EQ,N,567.9,11471331,576.0,586.75,566.7,572.7,6601865703.81,760.05,226.7,185850008333.12,2026-08-24 16:00:28,0,138.63,17.54,22-Aug-2025,24-Jul-2026,25.281231497927767,-150.50727834142037,,,HINDUSTAN COPPER LIMITED,-0.84
0,IDBIEQN,6.26,IDBI,EQ,N,88.5,72743077,82.24,90.9,82.24,82.24,6434125160.65,118.38,61.01,49481603221.76,2026-08-24 16:00:28,0,-6.84,4.2,22-Aug-2025,24-Jul-2026,25.240750126710594,-45.05818718242911,,,IDBI BANK LIMITED,7.61
0,KOTAKBANKEQN,-1.35,KOTAKBANK,EQ,N,401.45,14932117,403.5,405.6,398.2,402.8,5989122807.53,453.2,345.5,2947671599105.34,2026-08-24 16:00:28,0,1.04,4.34,22-Aug-2025,24-Jul-2026,11.418799646954987,-16.193921852387845,,,KOTAK MAHINDRA BANK LIMITED,-0.34
0,LTEQN,-3.0,LT,EQ,N,4090.0,1369496,4100.0,4107.1,4077.7,4093.0,5601087995.44,4440.0,3288.1,4774177898435.34,2026-08-24 16:00:28,0,13.74,8.04,22-Aug-2025,24-Jul-2026,7.882882882882883,-24.38794440558377,,,LARSEN & TOUBRO LIMITED,-0.07
0,TVSSCSEQN,12.0,TVSSCS,EQ,N,133.44,40350034,121.85,141.0,120.9,121.44,5462184102.58,146.5,90.32,16648147850.03,2026-08-24 16:00:28,0,1.18,0.23,22-Aug-2025,24-Jul-2026,8.914675767918089,-47.74136403897254,,,TVS SUPPLY CHAIN SOLUTIONS LIMITED,9.88
0,SIEMENSEQN,194.0,SIEMENS,EQ,N,4114.0,1317215,3920.0,4118.2,3903.3,3920.0,5360538164.0,4118.2,2826.0,362652657471.06,2026-08-24 16:00:28,0,29.65,11.5,22-Aug-2025,24-Jul-2026,0.1019863046962265,-45.576786978060866,,,SIEMENS LIMITED,4.95
0,GRASIMEQN,-20.0,GRASIM,EQ,N,3288.0,1615909,3316.0,3316.0,3263.0,3308.0,5310539496.69,3411.1,2502.5,1237146626637.36,2026-08-24 16:00:28,0,16.85,6.43,22-Aug-2025,24-Jul-2026,3.6088065433437895,-31.388611388611388,,,GRASIM INDUSTRIES LIMITED,-0.6
0,VEDLEQN,-2.0,VEDL,EQ,N,277.0,18926670,280.05,281.45,272.4,279.0,5227924787.4,795.0,249.7,468415773614.19,2026-08-24 16:00:28,0,-37.65,4.67,22-Aug-2025,24-Jul-2026,65.15723270440252,-10.933119743692432,,,VEDANTA LIMITED,-0.72
0,LAURUSLABSEQN,-1.0,LAURUSLABS,EQ,N,1801.0,2894242,1800.0,1810.8,1790.0,1802.0,5216118702.08,1870.8,823.1,699358895305.91,2026-08-24 16:00:28,0,104.87,12.48,22-Aug-2025,24-Jul-2026,3.7310241607868293,-118.80694933786903,,,LAURUS LABS LIMITED,-0.06
0,LENSKARTEQN,-4.45,LENSKART,EQ,N,656.95,7775210,661.4,673.9,648.0,661.4,5131560847.9,673.9,356.1,219626599969.84,2026-08-24 16:00:28,0,0.0,18.18,,24-Jul-2026,2.515209971805906,-84.4846953103061,,,LENSKART SOLUTIONS LIMITED,-0.67
0,KAYNESEQN,-49.8,KAYNES,EQ,N,3840.2,1251926,3930.0,3963.5,3840.2,3890.0,4888620798.88,7705.0,2995.0,119791352260.8,2026-08-24 16:00:28,0,-38.15,20.91,22-Aug-2025,24-Jul-2026,50.15963659961064,-28.220367278797998,,,KAYNES TECHNOLOGY INDIA LIMITED,-1.28
0,JSWSTEELEQN,33.3,JSWSTEEL,EQ,N,1327.0,3648206,1298.0,1327.0,1295.3,1293.7,4788598713.54,1335.0,1022.3,1241169792257.22,2026-08-24 16:00:28,0,25.83,6.95,22-Aug-2025,24-Jul-2026,0.599250936329588,-29.805340897975153,,,JSW STEEL LIMITED,2.57
0,EIDPARRYEQN,23.4,EIDPARRY,EQ,N,820.7,5615486,801.0,865.4,789.1,797.3,4725936862.74,1196.4,698.2,84180304847.95,2026-08-24 16:00:28,0,-30.33,8.27,22-Aug-2025,24-Jul-2026,31.40254095620194,-17.545116012603838,,,EID PARRY INDIA LIMITED,2.93
0,BAJFINANCEEQN,-18.0,BAJFINANCE,EQ,N,1077.0,4342556,1086.0,1094.9,1076.9,1095.0,4710109939.84,1176.4,787.9,2878527486542.23,2026-08-24 16:00:28,0,20.4,6.34,22-Aug-2025,24-Jul-2026,8.449506970418225,-36.69247366417058,,,BAJAJ FINANCE LIMITED,-1.64
