priority,identifier,change,symbol,series,marketType,lastPrice,totalTradedVolume,open,dayHigh,dayLow,previousClose,totalTradedValue,yearHigh,yearLow,ffmc,lastUpdateTime,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,nearWKH,nearWKL,chart30Path,chart365Path,companyName,pChange
1,NIFTY TOTAL MARKET,-27.9,NIFTY TOTAL MARKET,,,13038.2,2827245409,13062.8,13074.7,13022.75,13066.1,1083552141509.6901,13548.0,11436.55,,2026-07-28 15:39:59,0,1.36,0.0,25-Jul-2025,25-Jun-2026,3.76291703572483,-14.004660496390956,,,,-0.21
0,INFYEQN,25.8,INFY,EQ,N,1105.0,28100895,1097.0,1118.5,1097.0,1079.2,31151247152.25,1728.0,982.4,3865256552205.69,2026-07-28 16:00:29,0,-27.11,6.13,28-Jul-2025,25-Jun-2026,36.05324074074074,-12.479641693811075,,,INFOSYS LIMITED,2.39
0,ICICIBANKEQN,-28.1,ICICIBANK,EQ,N,1417.6,19486209,1442.3,1445.9,1417.6,1445.7,27890610941.7,1494.5,1187.6,10128458241183.93,2026-07-28 16:00:29,0,-4.76,2.17,28-Jul-2025,25-Jun-2026,5.14553362328538,-19.366790165038733,,,ICICI BANK LIMITED,-1.94
0,COFORGEEQN,155.3,COFORGE,EQ,N,1683.7,15625771,1570.0,1692.8,1567.3,1528.4,25973937844.75,1989.7,1008.1,584370768149.61,2026-07-28 16:00:29,0,-2.38,12.78,28-Jul-2025,25-Jun-2026,15.37920289490878,-67.01716099593294,,,COFORGE LIMITED,10.16
0,HDFCBANKEQN,-2.8,HDFCBANK,EQ,N,736.75,33886037,732.0,740.25,732.0,739.55,24956049669.39,1020.5,726.65,11253629356716.32,2026-07-28 16:00:29,0,-26.64,-7.48,28-Jul-2025,25-Jun-2026,27.80499755022048,-1.389940136241657,,,HDFC BANK LIMITED,-0.38
0,KALYANKJILEQN,43.6,KALYANKJIL,EQ,N,608.2,36154077,565.0,611.0,565.0,564.6,21443706150.24,616.0,327.05,233047359488.56,2026-07-28 16:00:29,0,1.9,60.98,28-Jul-2025,25-Jun-2026,1.2662337662337662,-85.9654487081486,,,KALYAN JEWELLERS INDIA LIMITED,7.72
0,ETERNALEQN,11.65,ETERNAL,EQ,N,307.5,70410211,295.7,310.0,294.2,295.85,21418082084.09,368.45,212.6,2216861011116.54,2026-07-28 16:00:29,0,0.07,20.52,28-Jul-2025,25-Jun-2026,16.54227167865382,-44.637817497648165,,,ETERNAL LIMITED,3.94
0,VBLEQN,-35.0,VBL,EQ,N,429.5,47975773,464.7,470.0,423.0,464.5,21014348089.46,555.8,381.0,585635748739.74,2026-07-28 16:00:29,0,-11.76,-15.39,28-Jul-2025,25-Jun-2026,22.724001439366678,-12.729658792650918,,,VARUN BEVERAGES LIMITED,-7.53
0,HINDUNILVREQN,-154.6,HINDUNILVR,EQ,N,2020.0,9947304,2174.6,2213.0,2016.0,2174.6,20625138005.76,2750.0,2016.0,1787100758591.08,2026-07-28 16:00:29,0,-17.27,-7.09,28-Jul-2025,25-Jun-2026,26.545454545454547,-0.1984126984126984,,,HINDUSTAN UNILEVER LIMITED,-7.11
0,TCSEQN,102.4,TCS,EQ,N,2398.0,8248513,2325.0,2417.4,2323.0,2295.6,19711718971.49,3350.0,1976.8,2441457974153.61,2026-07-28 16:00:29,0,-22.13,14.48,28-Jul-2025,25-Jun-2026,28.417910447761194,-21.307163091865643,,,TATA CONSULTANCY SERVICES LIMITED,4.46
0,LODHAEQN,112.3,LODHA,EQ,N,1311.0,12877563,1233.2,1316.4,1228.25,1198.7,16483280640.0,1327.6,650.8,362704604633.45,2026-07-28 16:00:29,0,8.96,38.37,28-Jul-2025,25-Jun-2026,1.2503766194636938,-101.44437615242778,,,LODHA DEVELOPERS LIMITED,9.37
0,BELEQN,-18.15,BEL,EQ,N,389.0,35317783,406.15,406.15,388.0,407.15,13877769652.02,473.45,361.2,1389384376612.81,2026-07-28 16:00:29,0,-0.06,-4.47,28-Jul-2025,25-Jun-2026,17.837152814447144,-7.69656699889258,,,BHARAT ELECTRONICS LIMITED,-4.46
0,BHARTIARTLEQN,-0.6,BHARTIARTL,EQ,N,1904.7,6309089,1901.0,1908.4,1892.4,1905.3,11984619282.62,2174.5,1740.5,5914843388112.92,2026-07-28 16:00:29,0,0.76,2.92,28-Jul-2025,25-Jun-2026,12.407449988503105,-9.43407066934789,,,BHARTI AIRTEL LIMITED,-0.03
0,RELIANCEEQN,-8.3,RELIANCE,EQ,N,1271.7,9312184,1275.0,1279.2,1265.9,1280.0,11836065229.52,1611.8,1249.8,8567113989430.48,2026-07-28 16:00:29,0,-8.35,-3.52,28-Jul-2025,25-Jun-2026,21.100632832857674,-1.7522803648583773,,,RELIANCE INDUSTRIES LIMITED,-0.65
